return_type,msme_id,tax_period,filing_date,due_date,delay_days,total_sales_declared,tax_paid_cash,tax_paid_itc
GSTR-3B,MSME_11786,042026,2026-04-17,2026-05-20,0,1286523.1,13996.23,164592.1
GSTR-3B,MSME_11787,042026,2026-05-20,2026-05-20,0,1263482.08,24840.84,160756.94
GSTR-3B,MSME_11788,032026,2026-04-18,2026-04-20,0,1493103.38,70536.45,122378.97
GSTR-3B,MSME_11788,042026,2026-04-26,2026-05-20,0,732789.78,30351.92,108999.87
GSTR-3B,MSME_11789,012026,2026-02-18,2026-02-20,0,181823.01,8692.15,13049.98
GSTR-3B,MSME_11789,022026,2026-02-18,2026-03-20,0,902467.06,23876.87,47208.15
GSTR-3B,MSME_11789,032026,2026-03-19,2026-04-20,0,1150853.48,28784.99,101310.79
GSTR-3B,MSME_11789,042026,2026-04-16,2026-05-20,0,1266737.82,32476.04,97482.05
GSTR-3B,MSME_11790,012026,2026-02-18,2026-02-20,0,671216.62,16643.36,35327.15
GSTR-3B,MSME_11790,022026,2026-02-28,2026-03-20,0,499732.76,7919.28,57042.97
GSTR-3B,MSME_11790,032026,2026-03-26,2026-04-20,0,1325548.91,38183.24,70881.13
GSTR-3B,MSME_11790,042026,2026-04-21,2026-05-20,0,486114.46,19912.93,54808.47
GSTR-3B,MSME_11791,122025,2026-01-20,2026-01-20,0,1001334.04,41334.39,111121.51
GSTR-3B,MSME_11791,012026,2026-01-18,2026-02-20,0,693311.85,33184.75,52292.05
GSTR-3B,MSME_11791,022026,2026-02-18,2026-03-20,0,1560554.51,50492.5,141898.9
GSTR-3B,MSME_11791,032026,2026-03-19,2026-04-20,0,1668239.95,77236.8,123063.59
GSTR-3B,MSME_11791,042026,2026-04-19,2026-05-20,0,387996.32,17002.32,21293.86
GSTR-3B,MSME_11792,012026,2026-02-19,2026-02-20,0,915391.91,29215.67,54166.94
GSTR-3B,MSME_11792,022026,2026-02-18,2026-03-20,0,1831386.99,51355.55,208582.82
GSTR-3B,MSME_11792,032026,2026-03-18,2026-04-20,0,692848.04,8362.11,89850.17
GSTR-3B,MSME_11792,042026,2026-04-18,2026-05-20,0,1055587.13,22634.2,152079.04
GSTR-3B,MSME_11793,032026,2026-04-17,2026-04-20,0,1881942.7,92289.68,118442.78
GSTR-3B,MSME_11793,042026,2026-04-17,2026-05-20,0,1999214.87,34934.26,269444.86
GSTR-3B,MSME_11794,012026,2026-02-16,2026-02-20,0,479712.79,6297.66,35265.59
GSTR-3B,MSME_11794,022026,2026-02-15,2026-03-20,0,854368.58,31272.34,57088.75
GSTR-3B,MSME_11794,032026,2026-03-16,2026-04-20,0,945951.47,37968.44,70798.27
GSTR-3B,MSME_11794,042026,2026-04-15,2026-05-20,0,1098944.31,15829.83,151284.03
GSTR-3B,MSME_11795,012026,2026-02-17,2026-02-20,0,1862423.9,65597.99,133124.23
GSTR-3B,MSME_11795,022026,2026-02-16,2026-03-20,0,287886.77,9085.57,34261.09
GSTR-3B,MSME_11795,032026,2026-03-18,2026-04-20,0,522171.49,23863.27,37297.91
GSTR-3B,MSME_11795,042026,2026-04-15,2026-05-20,0,867594.89,40053.53,57132.93
GSTR-3B,MSME_11796,122025,2026-01-15,2026-01-20,0,1985933.36,37035.43,241728.91
GSTR-3B,MSME_11796,012026,2026-01-20,2026-02-20,0,1205436.65,40062.65,93582.33
GSTR-3B,MSME_11796,022026,2026-02-15,2026-03-20,0,1719393.62,43508.65,175692.94
GSTR-3B,MSME_11796,032026,2026-03-15,2026-04-20,0,1915232.58,57478.86,102749.27
GSTR-3B,MSME_11796,042026,2026-04-18,2026-05-20,0,1520555.1,45999.53,100231.35
GSTR-3B,MSME_11797,042026,2026-05-18,2026-05-20,0,1888370.88,32540.6,202283.19
GSTR-3B,MSME_11798,012026,2026-02-18,2026-02-20,0,198512.76,5154.44,26104.55
GSTR-3B,MSME_11798,022026,2026-02-17,2026-03-20,0,262277.25,10979.06,16367.07
GSTR-3B,MSME_11798,032026,2026-03-17,2026-04-20,0,1925880.93,51700.93,258786.79
GSTR-3B,MSME_11798,042026,2026-04-20,2026-05-20,0,1394618.5,69328.43,94728.66
GSTR-3B,MSME_11799,012026,2026-02-15,2026-02-20,0,911527.74,27251.66,122127.97
GSTR-3B,MSME_11799,022026,2026-02-17,2026-03-20,0,1457969.88,62418.36,193603.0
GSTR-3B,MSME_11799,032026,2026-03-15,2026-04-20,0,1624727.44,37799.43,203743.38
GSTR-3B,MSME_11799,042026,2026-04-18,2026-05-20,0,259356.33,2854.21,18701.07
GSTR-3B,MSME_11800,042026,2026-05-18,2026-05-20,0,235531.59,2738.79,21956.57
GSTR-3B,MSME_11801,022026,2026-03-20,2026-03-20,0,1427031.73,54318.48,152878.67
GSTR-3B,MSME_11801,032026,2026-03-24,2026-04-20,0,1125082.27,32631.02,63193.47
GSTR-3B,MSME_11801,042026,2026-04-24,2026-05-20,0,130145.44,2814.06,19486.99
GSTR-3B,MSME_11802,122025,2026-01-19,2026-01-20,0,682702.24,13535.56,100758.0
GSTR-3B,MSME_11802,012026,2026-01-19,2026-02-20,0,710217.51,29790.91,76392.17
GSTR-3B,MSME_11802,022026,2026-02-15,2026-03-20,0,394471.28,12312.42,28424.01
GSTR-3B,MSME_11802,032026,2026-03-20,2026-04-20,0,114738.67,4717.69,10255.0
GSTR-3B,MSME_11802,042026,2026-04-18,2026-05-20,0,1460421.54,66749.56,213931.38
GSTR-3B,MSME_11803,122025,2026-01-19,2026-01-20,0,111900.22,2973.88,14261.59
GSTR-3B,MSME_11803,012026,2026-01-15,2026-02-20,0,1065812.23,52248.25,121978.92
GSTR-3B,MSME_11803,022026,2026-02-20,2026-03-20,0,1495366.36,61603.39,136608.92
GSTR-3B,MSME_11803,032026,2026-03-16,2026-04-20,0,1540928.76,24876.88,77868.16
GSTR-3B,MSME_11803,042026,2026-04-17,2026-05-20,0,1341379.83,56602.31,187743.53
GSTR-3B,MSME_11804,022026,2026-03-16,2026-03-20,0,754861.9,20227.41,46776.51
GSTR-3B,MSME_11804,032026,2026-03-18,2026-04-20,0,446689.63,17087.15,44235.26
GSTR-3B,MSME_11804,042026,2026-04-16,2026-05-20,0,471764.23,9337.71,47391.12
GSTR-3B,MSME_11805,022026,2026-03-19,2026-03-20,0,1487291.41,71563.6,126686.46
GSTR-3B,MSME_11805,032026,2026-03-17,2026-04-20,0,531692.17,18486.21,49720.95
GSTR-3B,MSME_11805,042026,2026-04-16,2026-05-20,0,818876.32,19348.29,82985.0
GSTR-3B,MSME_11806,022026,2026-03-16,2026-03-20,0,1529046.18,25163.24,186076.02
GSTR-3B,MSME_11806,032026,2026-03-24,2026-04-20,0,1905285.66,83120.38,168011.3
GSTR-3B,MSME_11806,042026,2026-04-23,2026-05-20,0,455240.19,16063.5,37705.48
GSTR-3B,MSME_11807,022026,2026-03-18,2026-03-20,0,1335842.92,63727.25,157087.2
GSTR-3B,MSME_11807,032026,2026-03-15,2026-04-20,0,546699.92,15763.32,48087.63
GSTR-3B,MSME_11807,042026,2026-04-19,2026-05-20,0,444885.28,20139.56,62412.68
GSTR-3B,MSME_11808,032026,2026-04-18,2026-04-20,0,1711127.48,34346.16,207906.48
GSTR-3B,MSME_11808,042026,2026-04-24,2026-05-20,0,1935369.1,79153.07,158854.33
GSTR-3B,MSME_11809,122025,2026-01-16,2026-01-20,0,532561.12,21259.44,68488.3
GSTR-3B,MSME_11809,012026,2026-01-23,2026-02-20,0,1544906.65,41292.93,166295.47
GSTR-3B,MSME_11809,022026,2026-03-02,2026-03-20,0,401048.07,7240.93,54922.73
GSTR-3B,MSME_11809,032026,2026-03-23,2026-04-20,0,162228.34,2163.66,14943.86
GSTR-3B,MSME_11809,042026,2026-04-26,2026-05-20,0,290739.8,11586.82,40153.81
GSTR-3B,MSME_11810,022026,2026-03-17,2026-03-20,0,928405.99,11417.96,86455.86
GSTR-3B,MSME_11810,032026,2026-03-18,2026-04-20,0,1984448.57,72751.09,109785.01
GSTR-3B,MSME_11810,042026,2026-04-18,2026-05-20,0,710769.73,29205.26,97515.88
GSTR-3B,MSME_11811,012026,2026-02-16,2026-02-20,0,393166.62,15043.78,47225.64
GSTR-3B,MSME_11811,022026,2026-02-15,2026-03-20,0,927898.36,36621.1,94871.08
GSTR-3B,MSME_11811,032026,2026-03-18,2026-04-20,0,214205.41,9320.42,22069.34
GSTR-3B,MSME_11811,042026,2026-04-16,2026-05-20,0,1600762.21,55627.66,198784.24
GSTR-3B,MSME_11812,012026,2026-02-16,2026-02-20,0,295215.98,8102.68,36223.44
GSTR-3B,MSME_11812,022026,2026-02-23,2026-03-20,0,958767.65,17204.45,130665.29
GSTR-3B,MSME_11812,032026,2026-03-24,2026-04-20,0,956534.24,22338.34,139660.19
GSTR-3B,MSME_11812,042026,2026-04-28,2026-05-20,0,1272005.14,57074.84,103667.53
GSTR-3B,MSME_11813,122025,2026-01-20,2026-01-20,0,1973362.24,91289.87,147975.13
GSTR-3B,MSME_11813,012026,2026-01-17,2026-02-20,0,233511.52,11481.12,34760.69
GSTR-3B,MSME_11813,022026,2026-02-20,2026-03-20,0,986574.28,19954.3,69278.33
GSTR-3B,MSME_11813,032026,2026-03-15,2026-04-20,0,1617014.49,73974.01,93708.74
GSTR-3B,MSME_11813,042026,2026-04-16,2026-05-20,0,1828539.4,61068.45,179998.99
GSTR-3B,MSME_11814,122025,2026-01-15,2026-01-20,0,1240328.9,48922.08,94020.88
GSTR-3B,MSME_11814,012026,2026-01-20,2026-02-20,0,748283.18,11861.38,57112.11
GSTR-3B,MSME_11814,022026,2026-02-20,2026-03-20,0,1080060.94,52272.81,138656.13
GSTR-3B,MSME_11814,032026,2026-03-15,2026-04-20,0,268271.1,9631.09,34219.7
GSTR-3B,MSME_11814,042026,2026-04-16,2026-05-20,0,334508.29,4843.81,29284.65
GSTR-3B,MSME_11815,022026,2026-03-16,2026-03-20,0,1957318.38,95023.57,167722.72
GSTR-3B,MSME_11815,032026,2026-03-16,2026-04-20,0,1844878.23,32185.51,105356.63
GSTR-3B,MSME_11815,042026,2026-04-15,2026-05-20,0,573034.94,24883.85,84655.28
GSTR-3B,MSME_11816,022026,2026-03-15,2026-03-20,0,1844445.02,56258.98,166899.34
GSTR-3B,MSME_11816,032026,2026-03-19,2026-04-20,0,409891.13,18980.05,27676.31
GSTR-3B,MSME_11816,042026,2026-04-17,2026-05-20,0,1824891.92,82203.91,92852.27
GSTR-3B,MSME_11817,122025,2026-01-18,2026-01-20,0,127241.17,3973.07,13964.76
GSTR-3B,MSME_11817,012026,2026-01-18,2026-02-20,0,917852.7,18736.32,108097.5
GSTR-3B,MSME_11817,022026,2026-02-17,2026-03-20,0,1083282.99,38996.24,105324.98
GSTR-3B,MSME_11817,032026,2026-03-17,2026-04-20,0,932443.55,13186.32,85542.32
GSTR-3B,MSME_11817,042026,2026-04-17,2026-05-20,0,606809.51,18072.86,76721.15
GSTR-3B,MSME_11818,022026,2026-03-17,2026-03-20,0,1251792.41,47913.28,165449.25
GSTR-3B,MSME_11818,032026,2026-03-19,2026-04-20,0,1494708.24,23067.96,129974.19
GSTR-3B,MSME_11818,042026,2026-04-15,2026-05-20,0,439364.23,18260.54,31516.45
GSTR-3B,MSME_11819,022026,2026-03-18,2026-03-20,0,500061.24,23859.47,45909.85
GSTR-3B,MSME_11819,032026,2026-03-15,2026-04-20,0,827477.94,9457.93,76524.61
GSTR-3B,MSME_11819,042026,2026-04-16,2026-05-20,0,1612942.79,59250.93,84416.74
GSTR-3B,MSME_11820,022026,2026-03-20,2026-03-20,0,848628.25,36114.91,79600.3
GSTR-3B,MSME_11820,032026,2026-03-23,2026-04-20,0,1876206.4,26082.79,153022.11
GSTR-3B,MSME_11820,042026,2026-04-23,2026-05-20,0,1827120.85,63663.2,198671.26
GSTR-3B,MSME_11821,012026,2026-02-19,2026-02-20,0,365175.69,9371.69,28905.1
GSTR-3B,MSME_11821,022026,2026-02-16,2026-03-20,0,1288662.4,31984.29,192801.44
GSTR-3B,MSME_11821,032026,2026-03-19,2026-04-20,0,1355103.68,32101.16,137645.18
GSTR-3B,MSME_11821,042026,2026-04-20,2026-05-20,0,682838.87,25254.08,95326.84
GSTR-3B,MSME_11822,042026,2026-05-20,2026-05-20,0,981380.63,40388.04,76607.23
GSTR-3B,MSME_11823,032026,2026-04-16,2026-04-20,0,962348.58,39075.7,143699.37
GSTR-3B,MSME_11823,042026,2026-04-22,2026-05-20,0,864700.02,8723.44,85521.79
GSTR-3B,MSME_11824,122025,2026-01-17,2026-01-20,0,791932.01,12481.7,77569.3
GSTR-3B,MSME_11824,012026,2026-01-18,2026-02-20,0,545791.72,9840.04,76438.16
GSTR-3B,MSME_11824,022026,2026-02-15,2026-03-20,0,778655.18,38066.84,112227.95
GSTR-3B,MSME_11824,032026,2026-03-17,2026-04-20,0,759638.25,34830.25,58534.96
GSTR-3B,MSME_11824,042026,2026-04-20,2026-05-20,0,266001.55,12243.86,14384.56
GSTR-3B,MSME_11825,022026,2026-03-16,2026-03-20,0,1733001.02,62953.21,117059.78
GSTR-3B,MSME_11825,032026,2026-03-20,2026-04-20,0,624558.68,7090.86,37895.61
GSTR-3B,MSME_11825,042026,2026-04-15,2026-05-20,0,892364.38,42797.58,116633.77
GSTR-3B,MSME_11826,022026,2026-03-20,2026-03-20,0,116634.53,3890.38,16183.45
GSTR-3B,MSME_11826,032026,2026-03-20,2026-04-20,0,693122.96,29803.1,37828.68
GSTR-3B,MSME_11826,042026,2026-04-16,2026-05-20,0,1303086.86,27108.84,147636.28
GSTR-3B,MSME_11827,042026,2026-05-18,2026-05-20,0,923705.91,14057.47,79216.63
GSTR-3B,MSME_11828,022026,2026-03-16,2026-03-20,0,1899839.8,79585.8,217785.55
GSTR-3B,MSME_11828,032026,2026-03-15,2026-04-20,0,1799883.27,31736.52,98834.23
GSTR-3B,MSME_11828,042026,2026-04-19,2026-05-20,0,1835676.88,50625.98,116081.69
GSTR-3B,MSME_11829,122025,2026-01-16,2026-01-20,0,1947632.94,61002.41,270937.9
GSTR-3B,MSME_11829,012026,2026-01-18,2026-02-20,0,1326394.31,33138.09,75953.43
GSTR-3B,MSME_11829,022026,2026-02-17,2026-03-20,0,426264.02,10861.88,39247.52
GSTR-3B,MSME_11829,032026,2026-03-15,2026-04-20,0,1420763.34,65704.91,175799.74
GSTR-3B,MSME_11829,042026,2026-04-16,2026-05-20,0,851930.79,17763.08,65596.04
GSTR-3B,MSME_11830,042026,2026-05-15,2026-05-20,0,708522.62,10574.43,92379.26
GSTR-3B,MSME_11831,022026,2026-03-19,2026-03-20,0,1465125.68,49971.31,219709.27
GSTR-3B,MSME_11831,032026,2026-03-18,2026-04-20,0,182072.21,2102.8,15956.16
GSTR-3B,MSME_11831,042026,2026-04-20,2026-05-20,0,1524537.53,74161.87,105684.06
GSTR-3B,MSME_11832,042026,2026-05-16,2026-05-20,0,1107430.51,44208.79,144244.21
GSTR-3B,MSME_11833,032026,2026-04-20,2026-04-20,0,1493965.36,21121.28,150039.22
GSTR-3B,MSME_11833,042026,2026-04-17,2026-05-20,0,452505.26,15071.23,39487.76
GSTR-3B,MSME_11834,022026,2026-03-18,2026-03-20,0,904499.75,22597.12,127406.75
GSTR-3B,MSME_11834,032026,2026-03-20,2026-04-20,0,1651621.71,57475.33,236522.81
GSTR-3B,MSME_11834,042026,2026-04-17,2026-05-20,0,1449845.71,60762.34,144378.5
GSTR-3B,MSME_11835,022026,2026-03-16,2026-03-20,0,1314832.38,18239.92,103456.97
GSTR-3B,MSME_11835,032026,2026-03-20,2026-04-20,0,227075.04,5328.63,33958.68
GSTR-3B,MSME_11835,042026,2026-04-15,2026-05-20,0,623705.78,30115.08,35546.76
GSTR-3B,MSME_11836,122025,2026-01-15,2026-01-20,0,801727.53,28973.83,47709.79
GSTR-3B,MSME_11836,012026,2026-01-19,2026-02-20,0,805307.1,22770.35,101570.5
GSTR-3B,MSME_11836,022026,2026-02-15,2026-03-20,0,1634671.68,60592.49,142890.89
GSTR-3B,MSME_11836,032026,2026-03-20,2026-04-20,0,1257577.5,12739.01,77864.65
GSTR-3B,MSME_11836,042026,2026-04-15,2026-05-20,0,1830811.7,46236.17,185541.16
GSTR-3B,MSME_11837,042026,2026-05-15,2026-05-20,0,1149186.21,27954.21,74518.11
GSTR-3B,MSME_11838,012026,2026-02-19,2026-02-20,0,649499.56,30580.34,49025.77
GSTR-3B,MSME_11838,022026,2026-02-16,2026-03-20,0,1328514.5,34482.85,138332.51
GSTR-3B,MSME_11838,032026,2026-03-16,2026-04-20,0,1336210.34,57489.5,169856.42
GSTR-3B,MSME_11838,042026,2026-04-20,2026-05-20,0,1583251.97,37340.12,90763.43
GSTR-3B,MSME_11839,022026,2026-03-15,2026-03-20,0,124124.48,4009.64,15955.82
GSTR-3B,MSME_11839,032026,2026-03-17,2026-04-20,0,694387.19,14611.43,48658.4
GSTR-3B,MSME_11839,042026,2026-04-18,2026-05-20,0,350229.39,3524.78,28352.98
GSTR-3B,MSME_11840,032026,2026-04-15,2026-04-20,0,1899823.4,62736.81,270099.32
GSTR-3B,MSME_11840,042026,2026-04-15,2026-05-20,0,516922.23,14874.52,56221.6
GSTR-3B,MSME_11841,022026,2026-03-15,2026-03-20,0,1343204.76,66681.74,134615.49
GSTR-3B,MSME_11841,032026,2026-03-17,2026-04-20,0,1728113.54,35492.18,227223.89
GSTR-3B,MSME_11841,042026,2026-04-15,2026-05-20,0,1271414.31,31373.98,141220.58
GSTR-3B,MSME_11842,032026,2026-04-20,2026-04-20,0,1691262.39,31681.34,200250.04
GSTR-3B,MSME_11842,042026,2026-04-19,2026-05-20,0,1667215.82,77796.92,237832.96
GSTR-3B,MSME_11843,012026,2026-02-17,2026-02-20,0,1363794.81,24877.88,93630.35
GSTR-3B,MSME_11843,022026,2026-02-16,2026-03-20,0,1983083.21,92981.81,118517.81
GSTR-3B,MSME_11843,032026,2026-03-17,2026-04-20,0,1670843.21,20387.92,113432.7
GSTR-3B,MSME_11843,042026,2026-04-15,2026-05-20,0,468432.77,20408.52,52687.46
GSTR-3B,MSME_11844,122025,2026-01-18,2026-01-20,0,1952744.79,21864.51,217634.15
GSTR-3B,MSME_11844,012026,2026-01-15,2026-02-20,0,1146621.37,41403.35,79750.99
GSTR-3B,MSME_11844,022026,2026-02-20,2026-03-20,0,390971.62,17139.0,21067.21
GSTR-3B,MSME_11844,032026,2026-03-16,2026-04-20,0,232961.41,3859.06,19583.47
GSTR-3B,MSME_11844,042026,2026-04-19,2026-05-20,0,215754.37,2527.21,14482.38
GSTR-3B,MSME_11845,122025,2026-01-20,2026-01-20,0,1913784.58,44820.87,269121.65
GSTR-3B,MSME_11845,012026,2026-01-19,2026-02-20,0,384726.32,18139.72,21873.91
GSTR-3B,MSME_11845,022026,2026-02-18,2026-03-20,0,1812770.54,37421.5,186780.27
GSTR-3B,MSME_11845,032026,2026-03-19,2026-04-20,0,1193699.11,50959.47,108761.36
GSTR-3B,MSME_11845,042026,2026-04-20,2026-05-20,0,209695.3,2729.09,29840.08
GSTR-3B,MSME_11846,022026,2026-03-20,2026-03-20,0,921509.94,17551.93,53995.68
GSTR-3B,MSME_11846,032026,2026-03-25,2026-04-20,0,1049131.23,18930.92,77643.06
GSTR-3B,MSME_11846,042026,2026-04-23,2026-05-20,0,137316.11,1640.36,11444.84
GSTR-3B,MSME_11847,032026,2026-04-16,2026-04-20,0,1096282.04,11612.5,160754.91
GSTR-3B,MSME_11847,042026,2026-04-16,2026-05-20,0,477450.33,8186.17,53787.36
GSTR-3B,MSME_11848,012026,2026-02-18,2026-02-20,0,1574661.08,48938.26,86645.1
GSTR-3B,MSME_11848,022026,2026-02-25,2026-03-20,0,752266.6,31369.3,56951.95
GSTR-3B,MSME_11848,032026,2026-03-29,2026-04-20,0,610014.4,13439.5,62308.27
GSTR-3B,MSME_11848,042026,2026-04-26,2026-05-20,0,1993599.76,53380.46,186842.95
GSTR-3B,MSME_11849,042026,2026-05-18,2026-05-20,0,637197.79,7604.29,33624.84
GSTR-3B,MSME_11850,032026,2026-04-18,2026-04-20,0,995251.73,22608.7,70218.71
GSTR-3B,MSME_11850,042026,2026-04-16,2026-05-20,0,1798345.42,63115.88,245426.47
GSTR-3B,MSME_11851,032026,2026-04-20,2026-04-20,0,1134801.7,28568.18,97151.86
GSTR-3B,MSME_11851,042026,2026-04-17,2026-05-20,0,1833832.73,20247.62,245167.24
GSTR-3B,MSME_11852,122025,2026-01-20,2026-01-20,0,268264.27,10948.87,23815.67
GSTR-3B,MSME_11852,012026,2026-01-19,2026-02-20,0,1619458.53,30922.52,241073.8
GSTR-3B,MSME_11852,022026,2026-02-19,2026-03-20,0,153958.92,4214.69,22035.22
GSTR-3B,MSME_11852,032026,2026-03-18,2026-04-20,0,1779075.21,55112.07,160205.65
GSTR-3B,MSME_11852,042026,2026-04-17,2026-05-20,0,1348132.53,30898.37,137917.86
GSTR-3B,MSME_11853,022026,2026-03-19,2026-03-20,0,926085.16,10257.59,102452.36
GSTR-3B,MSME_11853,032026,2026-03-20,2026-04-20,0,1073126.36,36700.61,113972.42
GSTR-3B,MSME_11853,042026,2026-04-18,2026-05-20,0,291395.08,12990.78,33143.58
GSTR-3B,MSME_11854,022026,2026-03-17,2026-03-20,0,1216036.66,53965.57,145127.45
GSTR-3B,MSME_11854,032026,2026-03-15,2026-04-20,0,1168257.74,23364.88,134657.55
GSTR-3B,MSME_11854,042026,2026-04-18,2026-05-20,0,1269426.44,44934.56,76296.87
GSTR-3B,MSME_11855,042026,2026-05-19,2026-05-20,0,1581014.83,61196.66,177584.39
GSTR-3B,MSME_11856,042026,2026-05-16,2026-05-20,0,582866.49,14965.46,41620.12
GSTR-3B,MSME_11857,012026,2026-02-16,2026-02-20,0,842959.04,15004.28,111238.16
GSTR-3B,MSME_11857,022026,2026-02-15,2026-03-20,0,1481990.87,51290.12,153344.68
GSTR-3B,MSME_11857,032026,2026-03-19,2026-04-20,0,984767.06,15171.13,127507.31
GSTR-3B,MSME_11857,042026,2026-04-16,2026-05-20,0,355327.55,7267.28,31533.47
GSTR-3B,MSME_11858,122025,2026-01-17,2026-01-20,0,288048.86,4546.74,19933.27
GSTR-3B,MSME_11858,012026,2026-01-17,2026-02-20,0,1978775.66,78074.51,228706.62
GSTR-3B,MSME_11858,022026,2026-02-16,2026-03-20,0,1426721.43,62824.8,164672.28
GSTR-3B,MSME_11858,032026,2026-03-19,2026-04-20,0,1409540.58,50722.03,150881.73
GSTR-3B,MSME_11858,042026,2026-04-18,2026-05-20,0,562672.86,27004.2,75156.92
GSTR-3B,MSME_11859,022026,2026-03-16,2026-03-20,0,1301506.89,24027.93,126295.61
GSTR-3B,MSME_11859,032026,2026-03-17,2026-04-20,0,238243.5,8766.39,31666.94
GSTR-3B,MSME_11859,042026,2026-04-15,2026-05-20,0,1637023.2,51811.69,203809.23
GSTR-3B,MSME_11860,042026,2026-05-20,2026-05-20,0,1672337.24,23007.23,190108.24
GSTR-3B,MSME_11861,012026,2026-02-19,2026-02-20,0,1009646.15,14080.84,150992.03
GSTR-3B,MSME_11861,022026,2026-02-16,2026-03-20,0,953350.22,16520.82,107323.64
GSTR-3B,MSME_11861,032026,2026-03-18,2026-04-20,0,1796731.3,32947.08,179875.3
GSTR-3B,MSME_11861,042026,2026-04-16,2026-05-20,0,1664920.98,45245.22,112163.51
GSTR-3B,MSME_11862,012026,2026-02-17,2026-02-20,0,1082103.67,49895.32,72686.47
GSTR-3B,MSME_11862,022026,2026-02-16,2026-03-20,0,1392043.46,51347.41,111335.79
GSTR-3B,MSME_11862,032026,2026-03-19,2026-04-20,0,1286833.88,41975.87,134933.22
GSTR-3B,MSME_11862,042026,2026-04-20,2026-05-20,0,1236530.68,17587.13,179110.1
GSTR-3B,MSME_11863,012026,2026-02-16,2026-02-20,0,1071248.65,20427.09,127039.47
GSTR-3B,MSME_11863,022026,2026-02-18,2026-03-20,0,1307981.27,56979.84,167745.82
GSTR-3B,MSME_11863,032026,2026-03-17,2026-04-20,0,490029.59,13904.21,32621.17
GSTR-3B,MSME_11863,042026,2026-04-19,2026-05-20,0,1433934.6,40663.46,200645.6
GSTR-3B,MSME_11864,012026,2026-02-17,2026-02-20,0,1959476.01,36562.57,254130.6
GSTR-3B,MSME_11864,022026,2026-02-18,2026-03-20,0,224815.05,10072.9,31850.27
GSTR-3B,MSME_11864,032026,2026-03-15,2026-04-20,0,1918870.5,30622.92,281202.75
GSTR-3B,MSME_11864,042026,2026-04-16,2026-05-20,0,796611.31,23537.95,83787.34
GSTR-3B,MSME_11865,042026,2026-05-16,2026-05-20,0,144622.42,6606.39,15828.33
GSTR-3B,MSME_11866,022026,2026-03-18,2026-03-20,0,1616785.96,72928.81,124355.08
GSTR-3B,MSME_11866,032026,2026-03-16,2026-04-20,0,1902493.63,79722.84,215342.19
GSTR-3B,MSME_11866,042026,2026-04-18,2026-05-20,0,615291.71,23775.84,47707.06
GSTR-3B,MSME_11867,122025,2026-01-16,2026-01-20,0,242181.41,8914.85,31444.1
GSTR-3B,MSME_11867,012026,2026-01-17,2026-02-20,0,906403.0,15609.25,129593.7
GSTR-3B,MSME_11867,022026,2026-02-18,2026-03-20,0,321589.81,9763.68,47390.73
GSTR-3B,MSME_11867,032026,2026-03-15,2026-04-20,0,858394.3,16979.22,63123.66
GSTR-3B,MSME_11867,042026,2026-04-16,2026-05-20,0,1445229.55,28007.04,115607.97
GSTR-3B,MSME_11868,032026,2026-04-17,2026-04-20,0,1932031.9,50598.15,226239.31
GSTR-3B,MSME_11868,042026,2026-04-16,2026-05-20,0,1296508.65,15256.52,108904.54
GSTR-3B,MSME_11869,022026,2026-03-15,2026-03-20,0,292178.9,12991.83,25498.49
GSTR-3B,MSME_11869,032026,2026-03-18,2026-04-20,0,579961.82,6615.73,30133.76
GSTR-3B,MSME_11869,042026,2026-04-15,2026-05-20,0,222251.45,8299.61,11332.61
GSTR-3B,MSME_11870,012026,2026-02-20,2026-02-20,0,1675062.59,30446.38,236923.63
GSTR-3B,MSME_11870,022026,2026-02-16,2026-03-20,0,712876.79,22634.79,75375.72
GSTR-3B,MSME_11870,032026,2026-03-20,2026-04-20,0,1688281.87,81938.49,179767.27
GSTR-3B,MSME_11870,042026,2026-04-15,2026-05-20,0,240338.27,8367.96,32959.05
GSTR-3B,MSME_11871,042026,2026-05-15,2026-05-20,0,1324163.77,59407.73,99044.01
GSTR-3B,MSME_11872,032026,2026-04-16,2026-04-20,0,235542.97,4076.34,30766.39
GSTR-3B,MSME_11872,042026,2026-04-18,2026-05-20,0,263690.44,11665.48,17723.29
GSTR-3B,MSME_11873,012026,2026-02-16,2026-02-20,0,1916238.62,55975.21,246501.72
GSTR-3B,MSME_11873,022026,2026-02-15,2026-03-20,0,1293448.79,40886.95,142225.7
GSTR-3B,MSME_11873,032026,2026-03-18,2026-04-20,0,215519.03,7155.18,15327.03
GSTR-3B,MSME_11873,042026,2026-04-20,2026-05-20,0,1675111.76,29945.92,246015.65
GSTR-3B,MSME_11874,012026,2026-02-19,2026-02-20,0,1797832.34,75056.42,208547.34
GSTR-3B,MSME_11874,022026,2026-02-18,2026-03-20,0,1600959.93,29871.81,191817.25
GSTR-3B,MSME_11874,032026,2026-03-15,2026-04-20,0,1307633.24,27715.02,135392.87
GSTR-3B,MSME_11874,042026,2026-04-18,2026-05-20,0,391996.73,4801.37,44143.28
GSTR-3B,MSME_11875,122025,2026-01-20,2026-01-20,0,1022407.51,24932.04,62747.95
GSTR-3B,MSME_11875,012026,2026-01-23,2026-02-20,0,726561.38,19778.5,83682.31
GSTR-3B,MSME_11875,022026,2026-02-23,2026-03-20,0,248598.71,5511.01,25174.52
