msme_id,state,industry_sector,vintage_years,loan_product,sanctioned_amount_inr,outstanding_principal_inr,monthly_upi_volume_inr,avg_gst_delay_days,legacy_cibil_score,ai_blended_score,risk_band,days_past_due_dpd,accommodation_fraud_flag
MSME_11461,Maharashtra,Retail/FMCG,13.8,Overdraft,4000000,2630387.61,1800000,0,727,727,Medium Risk,0,False
MSME_11462,Karnataka,Agriculture Tech,4.4,Working Capital Demand Loan,10000000,1813897.92,1700000,0,819,819,Low Risk,0,False
MSME_11463,Tamil Nadu,Manufacturing,4.7,Overdraft,8700000,5731725.17,4100000,0,822,869,Low Risk,0,False
MSME_11464,Gujarat,Agriculture Tech,15.7,Term Loan,9900000,5266682.25,800000,0,723,723,Medium Risk,0,False
MSME_11465,Maharashtra,Manufacturing,13.8,Working Capital Demand Loan,3000000,2032373.05,900000,15,685,671,Medium Risk,0,False
MSME_11466,Maharashtra,Agriculture Tech,23.9,Working Capital Demand Loan,4900000,4147337.53,4800000,0,804,850,Low Risk,0,False
MSME_11467,Karnataka,IT/Services,8.1,Working Capital Demand Loan,9500000,975983.8,3000000,5,829,849,Low Risk,0,False
MSME_11468,Gujarat,Retail/FMCG,13.6,Working Capital Demand Loan,3800000,2560844.9,3700000,0,706,736,Medium Risk,0,False
MSME_11469,Maharashtra,Manufacturing,18.1,Overdraft,7200000,5327334.6,1800000,0,776,776,Low Risk,0,False
MSME_11470,Tamil Nadu,IT/Services,20.8,Working Capital Demand Loan,3300000,2420115.44,2800000,0,758,802,Low Risk,0,False
MSME_11471,Gujarat,IT/Services,17.1,Overdraft,3000000,2526427.26,1200000,0,826,826,Low Risk,0,False
MSME_11472,Delhi,Retail/FMCG,23.2,Working Capital Demand Loan,5200000,4266722.81,2900000,0,841,863,Low Risk,0,False
MSME_11473,Delhi,Retail/FMCG,24.0,Overdraft,6500000,5770183.45,2900000,0,827,861,Low Risk,0,False
MSME_11474,Tamil Nadu,Agriculture Tech,16.4,Supply Chain Finance,3700000,1924252.25,2500000,0,713,745,Medium Risk,0,False
MSME_11475,Tamil Nadu,IT/Services,20.8,Overdraft,800000,462091.23,700000,0,829,829,Low Risk,0,False
MSME_11476,Gujarat,IT/Services,13.2,Working Capital Demand Loan,7400000,2184209.12,3500000,5,771,784,Low Risk,0,False
MSME_11477,Gujarat,IT/Services,2.2,Overdraft,9300000,1421763.15,200000,60,672,656,Medium Risk,60,False
MSME_11478,Tamil Nadu,Manufacturing,2.7,Term Loan,2200000,410400.16,1200000,5,655,632,High Risk,90,False
MSME_11479,Maharashtra,Logistics,4.9,Overdraft,6900000,1547944.34,1800000,0,772,772,Low Risk,0,False
MSME_11480,Gujarat,Agriculture Tech,24.7,Overdraft,4000000,2237035.38,3700000,0,771,814,Low Risk,0,False
MSME_11481,Karnataka,Retail/FMCG,10.8,Overdraft,8700000,1349149.81,4000000,0,727,756,Low Risk,0,False
MSME_11482,Karnataka,Agriculture Tech,12.7,Working Capital Demand Loan,4700000,1601151.62,3100000,0,849,849,Low Risk,30,False
MSME_11483,Gujarat,Manufacturing,1.6,Supply Chain Finance,8700000,2044920.85,2300000,0,555,555,High Risk,30,False
MSME_11484,Maharashtra,Logistics,9.6,Overdraft,8800000,1986278.07,1700000,0,745,745,Medium Risk,0,False
MSME_11485,Karnataka,Retail/FMCG,7.1,Term Loan,3400000,1541596.64,3600000,0,708,737,Medium Risk,0,False
MSME_11486,Delhi,Logistics,24.7,Working Capital Demand Loan,7400000,6088024.61,1700000,0,800,800,Low Risk,0,False
MSME_11487,Karnataka,Manufacturing,4.1,Working Capital Demand Loan,2500000,1423504.03,1600000,0,686,686,Medium Risk,0,False
MSME_11488,Karnataka,Logistics,17.0,Working Capital Demand Loan,4700000,3688072.93,4200000,30,658,643,High Risk,60,False
MSME_11489,Maharashtra,Agriculture Tech,11.2,Overdraft,8300000,5039519.68,1100000,0,777,777,Low Risk,0,False
MSME_11490,Maharashtra,IT/Services,19.6,Term Loan,3700000,855054.27,4200000,0,784,811,Low Risk,0,False
MSME_11491,Karnataka,Logistics,15.6,Overdraft,2000000,1408860.61,2900000,5,690,700,Medium Risk,0,False
MSME_11492,Delhi,Agriculture Tech,15.6,Working Capital Demand Loan,3000000,2013990.96,1200000,0,727,727,Medium Risk,0,False
MSME_11493,Delhi,Manufacturing,17.1,Supply Chain Finance,9400000,6642757.53,700000,0,748,748,Medium Risk,60,False
MSME_11494,Tamil Nadu,IT/Services,6.2,Term Loan,7300000,1440572.43,4600000,0,759,785,Low Risk,0,False
MSME_11495,Delhi,Manufacturing,22.6,Supply Chain Finance,3200000,2587044.47,1500000,5,740,722,Medium Risk,0,False
MSME_11496,Maharashtra,Retail/FMCG,21.2,Overdraft,6700000,5506378.43,1800000,0,775,775,Low Risk,0,False
MSME_11497,Delhi,Retail/FMCG,1.1,Term Loan,3200000,404998.9,3300000,0,590,638,High Risk,0,False
MSME_11498,Delhi,IT/Services,14.1,Overdraft,9300000,2239823.9,1800000,0,843,843,Low Risk,0,False
MSME_11499,Karnataka,Retail/FMCG,7.3,Working Capital Demand Loan,7400000,974037.13,4400000,0,755,782,Low Risk,0,False
MSME_11500,Gujarat,Logistics,18.7,Term Loan,6900000,6075158.55,4800000,0,802,822,Low Risk,0,False
MSME_11501,Karnataka,Agriculture Tech,17.8,Overdraft,2200000,966804.72,1500000,5,822,792,Low Risk,0,False
MSME_11502,Gujarat,Retail/FMCG,16.7,Term Loan,3300000,1086779.05,4000000,0,822,844,Low Risk,0,False
MSME_11503,Karnataka,Retail/FMCG,6.9,Supply Chain Finance,6200000,697954.34,1000000,0,779,779,Low Risk,0,False
MSME_11504,Karnataka,Retail/FMCG,24.5,Supply Chain Finance,10000000,4784643.79,4800000,5,782,781,Low Risk,0,False
MSME_11505,Delhi,Retail/FMCG,20.0,Overdraft,3600000,1695989.7,400000,0,822,822,Low Risk,0,False
MSME_11506,Gujarat,IT/Services,14.9,Supply Chain Finance,2500000,1637898.23,3200000,5,810,848,Low Risk,0,False
MSME_11507,Tamil Nadu,IT/Services,8.9,Overdraft,6200000,3725505.03,3200000,0,715,762,Low Risk,0,False
MSME_11508,Delhi,Retail/FMCG,5.3,Overdraft,6300000,5402334.87,4800000,0,806,806,Low Risk,30,False
MSME_11509,Karnataka,IT/Services,15.8,Term Loan,7500000,3007882.22,3800000,0,838,838,Low Risk,60,False
MSME_11510,Maharashtra,Retail/FMCG,19.0,Supply Chain Finance,6900000,5579286.49,4800000,0,805,846,Low Risk,0,False
MSME_11511,Tamil Nadu,IT/Services,10.3,Term Loan,5500000,4374516.25,4000000,30,582,596,High Risk,0,False
MSME_11512,Tamil Nadu,Agriculture Tech,12.2,Working Capital Demand Loan,9800000,7512296.69,800000,0,755,755,Low Risk,30,False
MSME_11513,Karnataka,Retail/FMCG,14.2,Supply Chain Finance,4700000,1212192.21,4300000,0,724,361,Critical Risk,90,True
MSME_11514,Delhi,IT/Services,16.6,Working Capital Demand Loan,9600000,2821644.57,2200000,0,724,766,Low Risk,0,False
MSME_11515,Tamil Nadu,Logistics,17.7,Working Capital Demand Loan,9000000,4337414.72,2500000,5,773,796,Low Risk,0,False
MSME_11516,Delhi,Manufacturing,13.0,Term Loan,2000000,520110.33,2400000,0,756,781,Low Risk,0,False
MSME_11517,Karnataka,IT/Services,12.8,Working Capital Demand Loan,7200000,6814672.24,3200000,0,784,809,Low Risk,0,False
MSME_11518,Karnataka,Manufacturing,1.5,Term Loan,9600000,8374343.18,1000000,0,620,620,High Risk,30,False
MSME_11519,Karnataka,Manufacturing,22.3,Working Capital Demand Loan,10000000,6228188.19,700000,0,804,804,Low Risk,0,False
MSME_11520,Karnataka,Logistics,17.7,Overdraft,3300000,1730194.7,2600000,0,797,797,Low Risk,30,False
MSME_11521,Gujarat,Agriculture Tech,5.1,Overdraft,7300000,5953987.31,700000,0,744,744,Medium Risk,0,False
MSME_11522,Karnataka,Retail/FMCG,24.1,Working Capital Demand Loan,3500000,1075578.5,4100000,0,832,863,Low Risk,0,False
MSME_11523,Tamil Nadu,Retail/FMCG,21.0,Term Loan,3400000,1953688.05,400000,0,763,763,Low Risk,0,False
MSME_11524,Maharashtra,Retail/FMCG,21.5,Overdraft,1200000,718293.48,2300000,5,800,784,Low Risk,60,False
MSME_11525,Delhi,IT/Services,16.8,Supply Chain Finance,1000000,397678.03,700000,0,847,847,Low Risk,0,False
MSME_11526,Delhi,Logistics,22.0,Working Capital Demand Loan,1600000,1191676.66,2200000,0,793,816,Low Risk,0,False
MSME_11527,Delhi,IT/Services,8.1,Working Capital Demand Loan,1300000,538017.15,2600000,0,789,836,Low Risk,0,False
MSME_11528,Gujarat,Agriculture Tech,2.5,Supply Chain Finance,5200000,1410032.29,2300000,30,673,638,High Risk,30,False
MSME_11529,Tamil Nadu,Manufacturing,22.0,Term Loan,9400000,1460580.4,600000,0,685,685,Medium Risk,0,False
MSME_11530,Delhi,Retail/FMCG,9.9,Working Capital Demand Loan,1800000,1622011.44,2400000,0,760,797,Low Risk,0,False
MSME_11531,Delhi,Manufacturing,13.4,Term Loan,9600000,5548625.91,1300000,5,793,770,Low Risk,0,False
MSME_11532,Delhi,Logistics,18.6,Overdraft,3100000,630735.91,1500000,0,767,767,Low Risk,60,False
MSME_11533,Karnataka,Logistics,15.9,Term Loan,1100000,296898.96,4400000,0,721,721,Medium Risk,30,False
MSME_11534,Maharashtra,Retail/FMCG,2.7,Working Capital Demand Loan,3600000,3097130.07,1100000,30,633,601,High Risk,0,False
MSME_11535,Tamil Nadu,Agriculture Tech,24.7,Working Capital Demand Loan,3800000,1977413.21,2800000,0,797,840,Low Risk,0,False
MSME_11536,Delhi,IT/Services,21.2,Supply Chain Finance,500000,245579.07,2500000,15,773,794,Low Risk,0,False
MSME_11537,Gujarat,Agriculture Tech,11.8,Term Loan,4000000,2355981.06,3400000,0,775,818,Low Risk,0,False
MSME_11538,Karnataka,Manufacturing,18.4,Overdraft,7500000,4903399.59,1200000,0,836,836,Low Risk,0,False
MSME_11539,Karnataka,Agriculture Tech,15.7,Overdraft,7400000,4764302.26,3100000,0,830,854,Low Risk,0,False
MSME_11540,Delhi,IT/Services,15.2,Working Capital Demand Loan,6300000,1766809.86,4000000,0,682,711,Medium Risk,0,False
MSME_11541,Delhi,Manufacturing,10.0,Supply Chain Finance,6200000,2172901.94,100000,15,724,694,Medium Risk,0,False
MSME_11542,Gujarat,Retail/FMCG,11.6,Supply Chain Finance,7500000,4015340.96,400000,0,829,829,Low Risk,0,False
MSME_11543,Delhi,Logistics,15.7,Working Capital Demand Loan,9100000,8566841.69,2400000,0,839,889,Low Risk,0,False
MSME_11544,Gujarat,IT/Services,4.7,Overdraft,5500000,2244905.99,3800000,0,692,735,Medium Risk,0,False
MSME_11545,Gujarat,IT/Services,1.5,Supply Chain Finance,3200000,1425973.07,3300000,5,651,635,High Risk,90,False
MSME_11546,Delhi,Agriculture Tech,1.4,Term Loan,1100000,517736.82,5000000,0,658,699,Medium Risk,0,False
MSME_11547,Tamil Nadu,Retail/FMCG,9.7,Overdraft,2300000,1126437.33,1700000,5,717,689,Medium Risk,0,False
MSME_11548,Tamil Nadu,Agriculture Tech,12.2,Supply Chain Finance,5900000,2330746.76,300000,0,728,728,Medium Risk,0,False
MSME_11549,Tamil Nadu,Retail/FMCG,22.9,Supply Chain Finance,8700000,1499590.98,3200000,0,737,737,Medium Risk,30,False
MSME_11550,Gujarat,Agriculture Tech,7.7,Overdraft,4000000,3209689.56,4000000,0,736,777,Low Risk,0,False
MSME_11551,Delhi,Logistics,6.0,Term Loan,8800000,4906992.16,2000000,0,837,837,Low Risk,0,False
MSME_11552,Tamil Nadu,Agriculture Tech,4.9,Working Capital Demand Loan,3800000,509491.48,4500000,15,814,831,Low Risk,0,False
MSME_11553,Tamil Nadu,Agriculture Tech,7.0,Overdraft,9300000,7806199.5,4400000,0,742,767,Low Risk,0,False
MSME_11554,Tamil Nadu,Logistics,10.8,Term Loan,2300000,1260779.33,3400000,15,720,743,Medium Risk,0,False
MSME_11555,Maharashtra,Agriculture Tech,3.0,Supply Chain Finance,1400000,480866.71,4600000,0,837,862,Low Risk,0,False
MSME_11556,Delhi,Manufacturing,3.4,Working Capital Demand Loan,10000000,7719011.09,600000,15,834,820,Low Risk,30,False
MSME_11557,Gujarat,Logistics,22.7,Working Capital Demand Loan,1100000,861106.33,2700000,0,762,792,Low Risk,0,False
MSME_11558,Tamil Nadu,Retail/FMCG,18.9,Overdraft,6000000,2211305.29,3900000,0,703,733,Medium Risk,0,False
MSME_11559,Gujarat,Manufacturing,12.9,Overdraft,7800000,3597644.5,3800000,15,807,831,Low Risk,0,False
MSME_11560,Tamil Nadu,Retail/FMCG,18.1,Term Loan,6000000,2417554.22,3100000,0,732,768,Low Risk,0,False
MSME_11561,Tamil Nadu,Manufacturing,23.9,Working Capital Demand Loan,2700000,1819719.24,500000,0,686,686,Medium Risk,0,False
MSME_11562,Maharashtra,IT/Services,3.6,Overdraft,5900000,3987610.5,2500000,0,810,848,Low Risk,0,False
MSME_11563,Delhi,IT/Services,22.9,Working Capital Demand Loan,600000,404272.02,2400000,0,814,863,Low Risk,0,False
MSME_11564,Karnataka,Manufacturing,22.6,Supply Chain Finance,1500000,1096119.11,100000,0,743,743,Medium Risk,0,False
MSME_11565,Gujarat,Retail/FMCG,9.5,Term Loan,9800000,3956807.35,1400000,0,726,726,Medium Risk,0,False
MSME_11566,Delhi,Manufacturing,24.6,Overdraft,8400000,4258390.39,3700000,0,817,844,Low Risk,0,False
MSME_11567,Delhi,Logistics,22.1,Overdraft,1900000,1053732.94,1000000,0,826,826,Low Risk,0,False
MSME_11568,Maharashtra,Logistics,4.6,Overdraft,7600000,4927711.78,500000,5,834,817,Low Risk,0,False
MSME_11569,Karnataka,Agriculture Tech,6.6,Overdraft,3500000,1410830.74,4400000,15,685,696,Medium Risk,0,False
MSME_11570,Gujarat,IT/Services,14.8,Supply Chain Finance,7000000,3841658.19,4100000,0,803,833,Low Risk,0,False
MSME_11571,Gujarat,Agriculture Tech,20.6,Supply Chain Finance,8000000,820759.78,4900000,0,740,768,Low Risk,0,False
MSME_11572,Tamil Nadu,IT/Services,19.5,Supply Chain Finance,1100000,986687.84,4800000,0,732,759,Low Risk,0,False
MSME_11573,Karnataka,Manufacturing,15.5,Working Capital Demand Loan,7900000,6556622.87,3700000,0,844,887,Low Risk,0,False
MSME_11574,Maharashtra,Logistics,7.7,Overdraft,5300000,2961958.56,3400000,0,817,861,Low Risk,0,False
MSME_11575,Maharashtra,Agriculture Tech,21.8,Supply Chain Finance,2400000,1699412.3,4500000,0,797,825,Low Risk,0,False
MSME_11576,Maharashtra,IT/Services,17.1,Supply Chain Finance,4200000,2067549.63,4500000,15,812,833,Low Risk,0,False
MSME_11577,Tamil Nadu,Agriculture Tech,3.4,Working Capital Demand Loan,2800000,694530.94,3800000,0,758,795,Low Risk,0,False
MSME_11578,Tamil Nadu,IT/Services,18.9,Working Capital Demand Loan,3500000,3048820.38,800000,0,827,827,Low Risk,0,False
MSME_11579,Maharashtra,IT/Services,23.2,Supply Chain Finance,5800000,5501613.75,300000,0,787,787,Low Risk,30,False
MSME_11580,Maharashtra,IT/Services,19.4,Overdraft,2400000,1749656.18,2100000,0,806,844,Low Risk,0,False
MSME_11581,Karnataka,Retail/FMCG,18.9,Term Loan,2300000,1074020.06,2400000,0,803,849,Low Risk,0,False
MSME_11582,Maharashtra,IT/Services,9.8,Supply Chain Finance,9700000,3451064.06,3200000,0,747,747,Medium Risk,30,False
MSME_11583,Gujarat,IT/Services,13.9,Working Capital Demand Loan,4700000,3268549.17,5000000,0,700,745,Medium Risk,0,False
MSME_11584,Maharashtra,Manufacturing,24.3,Term Loan,3800000,3178344.93,4300000,0,847,847,Low Risk,30,False
MSME_11585,Tamil Nadu,Retail/FMCG,17.9,Supply Chain Finance,7400000,4430182.06,3100000,0,736,771,Low Risk,0,False
MSME_11586,Gujarat,Logistics,13.0,Supply Chain Finance,4200000,3722198.01,1200000,30,652,637,High Risk,30,False
MSME_11587,Gujarat,Agriculture Tech,17.2,Term Loan,800000,232631.1,4400000,0,789,829,Low Risk,0,False
MSME_11588,Gujarat,Manufacturing,19.3,Overdraft,7800000,2387828.31,3900000,0,784,820,Low Risk,0,False
MSME_11589,Maharashtra,Agriculture Tech,20.4,Term Loan,5600000,4228741.86,600000,5,772,741,Medium Risk,0,False
MSME_11590,Karnataka,IT/Services,22.8,Overdraft,1300000,136422.03,4000000,0,756,805,Low Risk,0,False
MSME_11591,Tamil Nadu,Retail/FMCG,8.5,Working Capital Demand Loan,6800000,5269426.11,1100000,0,731,731,Medium Risk,0,False
MSME_11592,Delhi,Logistics,18.5,Working Capital Demand Loan,6400000,3010722.59,4700000,0,687,687,Medium Risk,30,False
MSME_11593,Maharashtra,Manufacturing,12.5,Working Capital Demand Loan,4400000,1944107.7,4000000,0,696,730,Medium Risk,0,False
MSME_11594,Maharashtra,Manufacturing,21.4,Term Loan,5400000,2842288.19,500000,0,751,751,Low Risk,0,False
MSME_11595,Karnataka,Manufacturing,23.8,Working Capital Demand Loan,1800000,1385736.4,1600000,15,708,686,Medium Risk,0,False
MSME_11596,Karnataka,IT/Services,14.0,Term Loan,5100000,2030579.75,1100000,0,754,754,Low Risk,0,False
MSME_11597,Gujarat,IT/Services,3.1,Supply Chain Finance,2400000,987616.19,1000000,0,827,827,Low Risk,0,False
MSME_11598,Tamil Nadu,Retail/FMCG,9.5,Working Capital Demand Loan,7600000,4542777.53,200000,15,791,762,Low Risk,0,False
MSME_11599,Delhi,Agriculture Tech,20.6,Overdraft,700000,180238.41,2300000,0,774,795,Low Risk,0,False
MSME_11600,Delhi,IT/Services,17.5,Supply Chain Finance,2300000,1577171.36,3200000,15,690,708,Medium Risk,0,False
MSME_11601,Gujarat,Manufacturing,2.9,Working Capital Demand Loan,6400000,4687973.2,3100000,0,584,584,High Risk,30,False
MSME_11602,Delhi,Retail/FMCG,21.4,Term Loan,1400000,756102.46,3800000,0,725,772,Low Risk,0,False
MSME_11603,Maharashtra,IT/Services,12.9,Working Capital Demand Loan,1400000,205946.61,4200000,0,717,742,Medium Risk,0,False
MSME_11604,Karnataka,Agriculture Tech,19.7,Term Loan,9100000,3426682.27,800000,30,637,601,High Risk,60,False
MSME_11605,Karnataka,Agriculture Tech,2.7,Overdraft,7500000,1777096.38,2400000,30,554,557,High Risk,0,False
MSME_11606,Karnataka,IT/Services,5.5,Term Loan,3600000,3018251.16,4700000,0,825,869,Low Risk,0,False
MSME_11607,Gujarat,Agriculture Tech,18.3,Term Loan,7400000,4207821.78,1900000,30,564,525,Critical Risk,60,False
MSME_11608,Karnataka,Retail/FMCG,14.2,Working Capital Demand Loan,1300000,406580.5,1100000,0,723,723,Medium Risk,0,False
MSME_11609,Tamil Nadu,Retail/FMCG,11.7,Overdraft,9200000,2610339.07,1900000,0,767,767,Low Risk,0,False
MSME_11610,Tamil Nadu,Logistics,16.9,Term Loan,8100000,7132565.23,4500000,0,727,757,Low Risk,0,False
MSME_11611,Tamil Nadu,IT/Services,20.9,Supply Chain Finance,6700000,5486983.32,1300000,5,815,776,Low Risk,0,False
MSME_11612,Maharashtra,Manufacturing,23.3,Working Capital Demand Loan,1100000,177256.52,2100000,0,747,772,Low Risk,0,False
MSME_11613,Maharashtra,IT/Services,8.6,Term Loan,1700000,1357342.92,3200000,0,791,814,Low Risk,0,False
MSME_11614,Delhi,Logistics,11.2,Overdraft,2100000,1860532.62,1300000,15,705,665,Medium Risk,0,False
MSME_11615,Maharashtra,Logistics,3.8,Supply Chain Finance,3000000,2174675.52,800000,5,772,748,Medium Risk,30,False
MSME_11616,Tamil Nadu,IT/Services,11.4,Overdraft,9200000,6012083.34,4900000,0,803,803,Low Risk,90,False
MSME_11617,Delhi,IT/Services,21.3,Supply Chain Finance,8200000,2649234.17,2000000,5,697,658,Medium Risk,0,False
MSME_11618,Delhi,Agriculture Tech,16.5,Overdraft,4500000,4070219.36,800000,0,698,698,Medium Risk,0,False
MSME_11619,Maharashtra,Retail/FMCG,2.9,Working Capital Demand Loan,7200000,4918717.58,600000,0,666,666,Medium Risk,30,False
MSME_11620,Maharashtra,IT/Services,17.1,Supply Chain Finance,7100000,5930887.38,1500000,30,675,664,Medium Risk,0,False
MSME_11621,Tamil Nadu,IT/Services,2.8,Overdraft,3000000,768031.59,600000,0,580,580,High Risk,0,False
MSME_11622,Maharashtra,Retail/FMCG,17.9,Supply Chain Finance,5000000,3876197.41,1900000,0,693,693,Medium Risk,0,False
MSME_11623,Delhi,Retail/FMCG,20.1,Term Loan,4400000,3204756.2,3300000,0,724,748,Medium Risk,0,False
MSME_11624,Delhi,IT/Services,7.9,Term Loan,8800000,1402813.84,3300000,0,734,734,Medium Risk,30,False
MSME_11625,Tamil Nadu,Manufacturing,10.1,Supply Chain Finance,7900000,5465719.33,2500000,5,762,386,Critical Risk,90,True
MSME_11626,Gujarat,Logistics,1.3,Supply Chain Finance,7000000,1700665.84,1600000,5,637,599,High Risk,30,False
MSME_11627,Delhi,IT/Services,10.1,Overdraft,4900000,3137039.18,1300000,0,848,848,Low Risk,0,False
MSME_11628,Tamil Nadu,IT/Services,15.9,Term Loan,5500000,4521376.96,2600000,0,721,747,Medium Risk,0,False
MSME_11629,Delhi,IT/Services,20.2,Supply Chain Finance,3700000,1148195.91,400000,0,692,692,Medium Risk,0,False
MSME_11630,Delhi,Manufacturing,15.0,Supply Chain Finance,6700000,6246388.05,600000,0,840,840,Low Risk,0,False
MSME_11631,Gujarat,Manufacturing,19.1,Term Loan,9600000,2461320.87,1500000,0,737,737,Medium Risk,60,False
MSME_11632,Maharashtra,Logistics,23.5,Overdraft,1300000,1046604.67,4100000,5,687,706,Medium Risk,0,False
MSME_11633,Tamil Nadu,Logistics,14.9,Term Loan,600000,273314.65,2100000,0,794,823,Low Risk,0,False
MSME_11634,Gujarat,Logistics,15.1,Overdraft,1400000,309630.71,4200000,15,793,796,Low Risk,0,False
MSME_11635,Gujarat,Manufacturing,3.8,Overdraft,5500000,2504562.21,3700000,0,713,746,Medium Risk,0,False
MSME_11636,Karnataka,Logistics,18.1,Overdraft,3700000,503253.97,300000,0,817,817,Low Risk,0,False
MSME_11637,Gujarat,Manufacturing,3.6,Overdraft,7400000,6869188.89,2400000,0,754,781,Low Risk,0,False
MSME_11638,Delhi,IT/Services,5.3,Working Capital Demand Loan,8200000,1982674.28,4100000,0,699,730,Medium Risk,0,False
MSME_11639,Karnataka,Retail/FMCG,17.0,Term Loan,6800000,6008992.51,4700000,0,692,737,Medium Risk,0,False
MSME_11640,Gujarat,Manufacturing,16.7,Supply Chain Finance,6900000,5228772.05,1600000,0,784,784,Low Risk,30,False
MSME_11641,Gujarat,Manufacturing,16.0,Term Loan,2900000,1245996.7,1100000,0,844,844,Low Risk,0,False
MSME_11642,Karnataka,Retail/FMCG,3.2,Term Loan,5200000,4615531.54,3700000,0,793,833,Low Risk,0,False
MSME_11643,Karnataka,IT/Services,1.8,Working Capital Demand Loan,9600000,8448813.39,800000,30,610,576,High Risk,30,False
MSME_11644,Tamil Nadu,Agriculture Tech,13.4,Term Loan,9700000,5316833.64,1000000,0,692,692,Medium Risk,30,False
MSME_11645,Delhi,Logistics,5.9,Supply Chain Finance,7200000,2893444.37,4600000,5,703,729,Medium Risk,0,False
MSME_11646,Tamil Nadu,Manufacturing,16.1,Working Capital Demand Loan,5300000,1288220.33,1400000,0,806,806,Low Risk,0,False
MSME_11647,Maharashtra,IT/Services,21.1,Overdraft,6500000,6079224.75,5000000,0,842,865,Low Risk,0,False
MSME_11648,Gujarat,IT/Services,21.7,Overdraft,1400000,684206.04,3700000,0,741,783,Low Risk,0,False
MSME_11649,Tamil Nadu,IT/Services,22.7,Supply Chain Finance,9500000,4387045.01,1700000,0,734,734,Medium Risk,0,False
MSME_11650,Gujarat,Agriculture Tech,13.6,Term Loan,6300000,4176472.38,3300000,0,817,860,Low Risk,0,False
MSME_11651,Gujarat,IT/Services,16.6,Working Capital Demand Loan,6700000,4270741.83,3900000,0,784,826,Low Risk,0,False
MSME_11652,Maharashtra,IT/Services,6.6,Working Capital Demand Loan,3100000,2529308.2,2800000,0,708,736,Medium Risk,0,False
MSME_11653,Karnataka,Agriculture Tech,9.8,Term Loan,2300000,400657.91,2800000,30,586,619,High Risk,0,False
MSME_11654,Maharashtra,Agriculture Tech,5.6,Overdraft,4900000,3101462.49,1600000,30,666,639,High Risk,30,False
MSME_11655,Tamil Nadu,Retail/FMCG,1.2,Term Loan,1800000,1563092.4,5000000,5,601,590,High Risk,30,False
MSME_11656,Tamil Nadu,Retail/FMCG,6.0,Supply Chain Finance,4200000,2737435.34,500000,5,843,824,Low Risk,0,False
MSME_11657,Karnataka,Retail/FMCG,4.7,Term Loan,3900000,1906648.34,3000000,0,751,797,Low Risk,0,False
MSME_11658,Karnataka,Manufacturing,4.8,Overdraft,3300000,1548083.06,2800000,5,758,763,Low Risk,0,False
MSME_11659,Gujarat,Retail/FMCG,20.7,Overdraft,8900000,7168814.85,200000,15,759,741,Medium Risk,0,False
MSME_11660,Maharashtra,IT/Services,10.8,Term Loan,1100000,884235.25,100000,0,693,693,Medium Risk,0,False
MSME_11661,Tamil Nadu,Manufacturing,10.1,Supply Chain Finance,3100000,2306125.06,4300000,0,825,862,Low Risk,0,False
MSME_11662,Karnataka,Manufacturing,3.0,Overdraft,6200000,2557418.1,4400000,5,833,834,Low Risk,0,False
MSME_11663,Tamil Nadu,Logistics,6.1,Term Loan,600000,157433.9,3400000,0,726,761,Low Risk,0,False
MSME_11664,Tamil Nadu,Manufacturing,16.1,Working Capital Demand Loan,7100000,729999.61,100000,0,837,837,Low Risk,0,False
MSME_11665,Tamil Nadu,Retail/FMCG,9.0,Term Loan,9600000,1980400.91,3500000,0,837,860,Low Risk,0,False
MSME_11666,Maharashtra,Manufacturing,5.2,Supply Chain Finance,4900000,3325839.01,4800000,15,810,818,Low Risk,0,False
MSME_11667,Gujarat,Retail/FMCG,12.6,Term Loan,3800000,1663739.2,1300000,0,724,724,Medium Risk,0,False
MSME_11668,Delhi,Retail/FMCG,5.0,Supply Chain Finance,2700000,509639.61,4700000,0,846,894,Low Risk,0,False
MSME_11669,Karnataka,Agriculture Tech,14.1,Term Loan,6000000,1169893.56,3000000,15,698,712,Medium Risk,0,False
MSME_11670,Delhi,Manufacturing,13.6,Working Capital Demand Loan,4500000,2745910.82,3400000,0,845,874,Low Risk,0,False
MSME_11671,Delhi,Agriculture Tech,22.3,Working Capital Demand Loan,3300000,1056131.27,1000000,0,842,842,Low Risk,0,False
MSME_11672,Karnataka,Agriculture Tech,14.5,Working Capital Demand Loan,9500000,3042213.66,2300000,0,716,762,Low Risk,0,False
MSME_11673,Tamil Nadu,Retail/FMCG,22.6,Supply Chain Finance,6800000,3524088.09,1500000,15,830,807,Low Risk,0,False
MSME_11674,Tamil Nadu,Manufacturing,10.2,Supply Chain Finance,9100000,7479519.19,3900000,5,795,808,Low Risk,0,False
MSME_11675,Maharashtra,Agriculture Tech,23.8,Overdraft,7300000,1711372.29,1300000,5,766,734,Medium Risk,30,False
MSME_11676,Delhi,IT/Services,23.8,Working Capital Demand Loan,4800000,1605533.26,4800000,5,804,805,Low Risk,0,False
MSME_11677,Tamil Nadu,Logistics,19.3,Working Capital Demand Loan,9800000,5908392.86,1300000,5,811,794,Low Risk,0,False
MSME_11678,Karnataka,IT/Services,19.0,Supply Chain Finance,7200000,1847669.3,3900000,15,694,701,Medium Risk,0,False
MSME_11679,Gujarat,IT/Services,9.2,Supply Chain Finance,800000,639320.81,900000,0,824,824,Low Risk,0,False
