entity_id,gst_ontime_rate,gst_avg_delay,sales_volume_avg,itc_utilisation_ratio,upi_inflow_avg,upi_outflow_avg,upi_net_flow_ratio,upi_velocity_30d,upi_counterparty_diversity,geo_diversity,repeated_counterparty_ratio,eway_volume_avg,eway_momentum,eway_anomaly_rate,vintage_months,age_penalty,industry_risk_factor,bureau_score_cibil,data_confidence
MSME_10515,1.0,0.0,1011655.9933333333,0.8382760569250413,495952.5225,852667.9025,-0.7192530813269529,38,58,5,0.5247524752475248,10.5,0.0,0.0,7.0,0.49658530379140947,0.5,-1,medium
MSME_10516,1.0,0.0,759751.42,0.8039734101446075,611368.455,602812.82,0.01399423691233793,39,62,5,0.49056603773584906,13.0,-0.42424242424242425,0.0,37.0,0.024723526470339388,0.5,572,high
MSME_10517,1.0,0.0,1034918.3525,0.752218406915077,640744.385,895943.6975,-0.39828567908558415,32,72,5,0.5,12.0,-0.3448275862068966,0.0,54.0,0.004516580942612666,0.5,572,high
MSME_10518,1.0,0.0,582184.3675,0.7352361595174274,445321.5325,875729.9925,-0.9665116743484666,38,60,5,0.5096153846153846,9.5,-0.48,0.0,11.0,0.33287108369807955,0.5,706,medium
MSME_10519,1.0,0.0,1154778.6975,0.7744621356077881,719322.6025,735580.1049999999,-0.022601128399826455,37,69,5,0.5517241379310345,18.666666666666668,-0.1,0.0,53.0,0.004991593906910213,0.5,779,high
MSME_10520,1.0,0.0,868684.0619999999,0.7241183025947306,552814.1575,860060.505,-0.5557859604925187,36,74,5,0.5526315789473685,11.0,-0.5806451612903226,0.0,42.0,0.014995576820477703,0.5,-1,high
MSME_10521,1.0,0.0,1491803.805,0.7428079183839748,556170.0800000001,873995.2175,-0.5714531380400757,37,72,5,0.5398230088495575,11.5,-0.35714285714285715,0.0,7.0,0.49658530379140947,0.5,583,medium
MSME_10522,1.0,0.0,1413778.5966666667,0.7268643102018059,563008.4474999999,773140.7899999999,-0.3732312426804219,37,66,5,0.5363636363636364,17.333333333333332,0.23333333333333334,0.0,51.0,0.006096746565515633,0.5,594,high
MSME_10523,1.0,0.0,1539912.8224999998,0.7938428974698991,625773.9299999999,804882.0724999999,-0.2862186069336573,40,70,5,0.543859649122807,11.25,-0.2,0.0,6.0,0.5488116360940264,0.5,-1,medium
MSME_10524,1.0,0.0,541222.33,0.78102460731668,823923.9633333334,839719.4433333335,-0.019171040900542117,35,61,5,0.4489795918367347,11.5,-0.4666666666666667,0.0,28.0,0.06081006262521795,0.5,780,high
MSME_10525,1.0,0.0,915735.476,0.7698048999873782,504196.66750000004,864663.8875,-0.7149337614374452,37,67,5,0.48598130841121495,8.75,-0.25,0.0,1.0,0.9048374180359595,0.5,570,low
MSME_10526,1.0,0.0,1245374.165,0.6724535454349213,686806.0474999999,703516.99,-0.02433138520085632,32,71,5,0.4954954954954955,13.5,-0.36363636363636365,0.0,47.0,0.009095277101695816,0.5,-1,high
MSME_10527,1.0,0.0,1547100.6,0.7548607347362252,652237.5575000001,774871.9649999999,-0.18802107620121172,38,64,5,0.5277777777777778,12.25,-0.36666666666666664,0.0,6.0,0.5488116360940264,0.5,-1,medium
MSME_10528,1.0,0.0,1128848.935,0.6763922250186505,580652.0800000001,663367.3600000001,-0.14245239593389558,30,63,5,0.5188679245283019,11.75,-0.6571428571428571,0.0,55.0,0.004086771438464067,0.5,-1,high
MSME_10529,1.0,0.0,687410.39,0.7728069673188985,450931.50250000006,846407.045,-0.8770191044703068,27,70,5,0.49056603773584906,10.25,-0.36,0.0,41.0,0.016572675401761237,0.5,633,high
MSME_10530,1.0,0.0,963770.95,0.7529186054586195,728857.9349999998,759754.9750000001,-0.04239103193683454,43,67,5,0.5225225225225225,13.0,-0.26666666666666666,0.0,59.0,0.0027394448187683684,0.5,712,high
MSME_10531,1.0,0.0,606896.9425,0.800926509271208,595545.905,746355.5925,-0.25322932495019,40,67,5,0.5178571428571429,13.0,-0.42424242424242425,0.0,40.0,0.01831563888873418,0.5,647,high
MSME_10532,1.0,0.0,1766477.18,0.8481305087505131,560867.32,778017.8374999999,-0.3871691392181666,41,66,5,0.5272727272727272,10.5,-0.4444444444444444,0.0,8.0,0.44932896411722156,0.5,-1,medium
MSME_10533,1.0,0.0,949768.106,0.8179486760713015,601013.02,733886.3824999998,-0.22108233611977293,36,66,5,0.5229357798165137,15.333333333333334,0.5909090909090909,0.0,54.0,0.004516580942612666,0.5,750,high
MSME_10534,1.0,0.0,1264666.025,0.8196786532119685,680622.6425000001,814976.1275,-0.19739790687319053,37,70,5,0.5470085470085471,17.666666666666668,0.7083333333333334,0.0,35.0,0.0301973834223185,0.5,744,high
MSME_10535,1.0,0.0,853252.3066666666,0.7022333828731419,701744.9666666667,1164570.77,-0.6595356223668912,42,71,5,0.5535714285714286,15.0,-0.17647058823529413,0.0,19.0,0.14956861922263504,0.5,714,high
MSME_10536,1.0,0.0,1374066.49,0.7844532619159128,649714.225,685651.61,-0.055312603014040534,38,69,5,0.5304347826086957,18.666666666666668,-0.38,0.0,3.0,0.7408182206817179,0.5,731,low
MSME_10537,1.0,0.0,982754.544,0.7152378576199672,653525.4775,780505.5875000001,-0.19430016789207746,39,68,5,0.5181818181818182,12.75,-0.3,0.0,21.0,0.1224564282529819,0.5,644,high
MSME_10538,1.0,0.0,670847.075,0.7906414035439118,522007.635,715419.5625000001,-0.37051551458629545,31,60,5,0.5142857142857142,12.0,0.0,0.0,56.0,0.003697863716482929,0.5,-1,high
MSME_10539,1.0,0.0,844965.0239999999,0.722564285411702,615592.46,825484.3324999998,-0.34095913471714684,40,71,5,0.5344827586206896,15.333333333333334,0.14285714285714285,0.0,42.0,0.014995576820477703,0.5,781,high
MSME_10540,1.0,0.0,1813929.36,0.718951609855811,592495.2175,738845.9325000001,-0.247007419937529,37,61,5,0.5238095238095238,15.0,0.75,0.0,27.0,0.06720551273974976,0.5,663,high
MSME_10541,1.0,0.0,612380.795,0.7504396544026537,592276.2775,784961.6475,-0.325330217197497,36,65,5,0.5321100917431193,15.0,-0.42857142857142855,0.0,47.0,0.009095277101695816,0.5,-1,high
MSME_10542,1.0,0.0,447895.86250000005,0.8039534356910932,657221.5925,817512.8775,-0.24389229877592603,36,69,5,0.48598130841121495,12.0,-0.5,0.0,57.0,0.003345965457471272,0.5,571,high
MSME_10543,1.0,0.0,998813.29,0.7896305781369108,598234.4425,908235.0049999999,-0.5181924350669593,27,74,5,0.4956521739130435,11.25,-0.5,0.0,49.0,0.007446583070924338,0.5,664,high
MSME_10544,1.0,0.0,1355542.2625,0.7468911548833541,502458.63499999995,862041.0225000001,-0.7156457516149567,41,67,5,0.5412844036697247,14.666666666666666,-0.03333333333333333,0.0,37.0,0.024723526470339388,0.5,699,high
MSME_10545,1.0,0.0,881443.2799999999,0.6912649078623739,639495.385,701623.0775,-0.09715111939392651,29,68,5,0.4909090909090909,12.75,-0.3548387096774194,0.0,14.0,0.24659696394160643,0.5,739,high
MSME_10546,1.0,0.0,1429352.6625,0.7849165457832831,608216.6825,769577.6924999999,-0.2653018482438615,31,73,5,0.49107142857142855,16.0,0.0,0.0,26.0,0.07427357821433388,0.5,630,high
MSME_10547,1.0,0.0,721543.026,0.7236358376899963,585254.9675,697522.6375,-0.191826940793971,44,61,5,0.5047619047619047,11.25,-0.043478260869565216,0.0,5.0,0.6065306597126334,0.5,649,low
MSME_10548,1.0,0.0,257813.61,0.5869308697100074,613763.0475000001,752308.6074999999,-0.2257313478944817,37,70,5,0.45714285714285713,11.75,-0.5757575757575758,0.0,7.0,0.49658530379140947,0.5,570,medium
MSME_10549,1.0,0.0,1015551.0375,0.7740384224859809,583988.1325000001,774074.7374999999,-0.32549737643855264,25,61,5,0.504950495049505,10.75,-0.4642857142857143,0.0,44.0,0.012277339903068436,0.5,674,high
MSME_10550,1.0,0.0,918837.2899999999,0.8901155330311495,614652.5,848074.8425000001,-0.37976310598264895,39,72,5,0.5299145299145299,12.75,-0.038461538461538464,0.0,4.0,0.6703200460356393,0.5,-1,low
MSME_10551,1.0,0.0,1033665.3775,0.689833490107984,686152.1475,781747.4500000001,-0.13932085303281821,37,74,5,0.5583333333333333,14.0,-0.5263157894736842,0.0,18.0,0.16529888822158653,0.5,627,high
MSME_10552,1.0,0.0,970319.5920000002,0.7521601208501149,609458.4299999999,736178.4700000001,-0.2079223680604437,39,66,5,0.47058823529411764,16.0,0.21428571428571427,0.0,46.0,0.010051835744633576,0.5,-1,high
MSME_10553,1.0,0.0,1191931.8125,0.8019262490564828,597963.575,751040.5275000001,-0.25599711905528716,29,66,5,0.5092592592592593,10.25,-0.48148148148148145,0.0,52.0,0.0055165644207607716,0.5,751,high
MSME_10554,1.0,0.0,838418.036,0.6983349077675028,643973.6050000001,629966.07,0.021751722261970887,34,59,5,0.49514563106796117,17.0,0.0,0.0,41.0,0.016572675401761237,0.5,-1,high
MSME_10555,1.0,0.0,369171.4,0.7454778300431223,620805.7,724207.9575000001,-0.16656138547052676,38,64,5,0.5,12.75,-0.45454545454545453,0.0,3.0,0.7408182206817179,0.5,754,low
MSME_10556,1.0,0.0,590327.68,0.7216101549101976,717312.8450000001,751690.5700000001,-0.04792570666987007,45,72,5,0.5089285714285714,13.0,-0.20689655172413793,0.0,58.0,0.0030275547453758127,0.5,-1,high
MSME_10557,1.0,0.0,1939633.28,0.873516721851095,748870.9375,615277.7199999999,0.1783928455629247,35,69,5,0.48148148148148145,13.5,-0.65,0.0,56.0,0.003697863716482929,0.5,591,high
MSME_10558,1.0,0.0,595601.51,0.8280006655939123,555491.09,852098.5774999999,-0.5339554366209546,35,71,5,0.5663716814159292,11.25,-0.39285714285714285,0.0,2.0,0.8187307530779818,0.5,615,low
MSME_10559,1.0,0.0,1141450.542,0.7649791936486593,603148.0425000001,869476.2450000001,-0.44156356936199453,40,77,5,0.5619834710743802,16.333333333333332,0.03125,0.0,51.0,0.006096746565515633,0.5,-1,high
MSME_10560,1.0,0.0,698147.7775,0.8845827803088364,620176.955,640014.83,-0.031987443003263484,37,60,5,0.49504950495049505,12.25,-0.25,0.0,42.0,0.014995576820477703,0.5,738,high
MSME_10561,1.0,0.0,1778546.04,0.710302575622505,668542.9799999999,637596.425,0.04628955194473783,35,67,5,0.543859649122807,13.75,-0.6585365853658537,0.0,24.0,0.09071795328941247,0.5,662,high
MSME_10562,1.0,0.0,445583.855,0.7831820951221508,569005.0175,905944.1225,-0.5921548925532983,40,68,5,0.5229357798165137,11.25,-0.6363636363636364,0.0,1.0,0.9048374180359595,0.5,737,low
MSME_10563,1.0,0.0,641305.86,0.7125055084600953,827170.9066666666,815360.6533333333,0.01427788772325934,38,58,5,0.48,12.25,-0.3103448275862069,0.0,20.0,0.1353352832366127,0.5,748,high
MSME_10564,1.0,0.0,774928.9975,0.8390763170602168,629192.755,750851.3574999998,-0.19335664871093405,33,70,5,0.49056603773584906,15.0,-0.25,0.0,27.0,0.06720551273974976,0.5,752,high
MSME_10565,1.0,0.0,1100412.98,0.7144740204191659,668184.6775,701784.9049999999,-0.05028583957614012,36,66,5,0.4666666666666667,13.0,-0.47058823529411764,0.0,11.0,0.33287108369807955,0.5,580,medium
MSME_10566,1.0,0.0,1426834.8233333332,0.6793827218770301,758219.2525000001,761117.1449999999,-0.0038219716664340984,40,67,5,0.5,11.75,-0.53125,0.0,38.0,0.02237077185616559,0.5,761,high
MSME_10567,1.0,0.0,509679.24,0.8279543178776453,815331.6533333333,1071833.6833333333,-0.3145983955747808,38,65,5,0.4954128440366973,11.5,-0.41379310344827586,0.0,27.0,0.06720551273974976,0.5,755,high
MSME_10568,1.0,0.0,1451329.815,0.8031888185007942,636140.3549999999,834867.7224999999,-0.3123954736372606,47,70,5,0.543859649122807,11.5,-0.35714285714285715,0.0,32.0,0.04076220397836621,0.5,-1,high
MSME_10569,1.0,0.0,732736.7233333333,0.7614391898625175,716410.4625000001,662702.5675,0.07496804947903749,32,59,5,0.5247524752475248,12.75,-0.5,0.0,8.0,0.44932896411722156,0.5,562,medium
MSME_10570,1.0,0.0,986647.5125,0.7387548117823894,677452.0,675674.4125,0.0026239312895969358,43,68,5,0.4857142857142857,16.666666666666668,-0.1111111111111111,0.0,54.0,0.004516580942612666,0.5,-1,high
MSME_10571,1.0,0.0,1368931.2474999998,0.8684593889779937,612079.0975,674635.2174999998,-0.10220267324191668,28,62,5,0.46,11.75,-0.43333333333333335,0.0,37.0,0.024723526470339388,0.5,575,high
MSME_10572,1.0,0.0,686637.1933333332,0.7249245776888941,578801.0850000001,709046.6475,-0.22502646569848753,39,60,5,0.5047619047619047,12.25,-0.5151515151515151,0.0,12.0,0.301194211912202,0.5,695,medium
MSME_10573,1.0,0.0,898767.4820000001,0.716594761238958,482157.0074999999,947332.0625,-0.9647792062837544,31,64,5,0.5225225225225225,11.0,-0.24,0.0,19.0,0.14956861922263504,0.5,746,high
MSME_10574,1.0,0.0,1048592.67,0.7302751399203717,538119.6725,737392.3825000001,-0.37031299947503793,33,67,5,0.4666666666666667,11.75,-0.25925925925925924,0.0,22.0,0.11080315836233387,0.5,-1,high
MSME_10575,1.0,0.0,1353963.615,0.8402204318410188,689034.6275,723068.68,-0.04939382019664913,31,64,5,0.5555555555555556,12.75,-0.2413793103448276,0.0,47.0,0.009095277101695816,0.5,-1,high
MSME_10576,1.0,0.0,1366981.5019999999,0.7760455108328996,676807.2675,593265.435,0.12343518829014334,47,65,5,0.5486725663716814,14.75,-0.4473684210526316,0.0,12.0,0.301194211912202,0.5,603,medium
MSME_10577,1.0,0.0,738762.03,0.7896394131096509,497709.2075,941920.4675,-0.8925116379326777,37,73,5,0.4954954954954955,10.25,-0.6333333333333333,0.0,9.0,0.4065696597405991,0.5,714,medium
MSME_10578,1.0,0.0,1099817.885,0.7430529717668379,716485.5375000001,655023.8075,0.08578223395053539,40,66,5,0.5398230088495575,18.666666666666668,0.14705882352941177,0.0,12.0,0.301194211912202,0.5,675,medium
MSME_10579,1.0,0.0,1961908.16,0.895258285571364,592909.8633333334,1247370.7266666668,-1.0,41,65,5,0.5233644859813084,9.0,-0.6153846153846154,0.0,30.0,0.049787068367863944,0.5,589,high
MSME_10580,1.0,0.0,1407285.15,0.746052102457153,639487.21,674678.86,-0.05503104589065984,42,65,5,0.5,13.0,-0.42424242424242425,0.0,12.0,0.301194211912202,0.5,-1,medium
MSME_10581,1.0,0.0,1370060.5433333335,0.8261852610503969,626400.415,835363.1325000001,-0.33359287844660834,37,70,5,0.5263157894736842,16.333333333333332,-0.38636363636363635,0.0,7.0,0.49658530379140947,0.5,552,medium
MSME_10582,1.0,0.0,443100.84,0.8699332877779946,730717.1775,669653.2124999999,0.0835671678184958,35,71,5,0.504424778761062,13.75,-0.42857142857142855,0.0,15.0,0.22313016014842982,0.5,658,high
MSME_10583,1.0,0.0,990670.2780000002,0.690620173468493,671855.2125,744591.4575,-0.10826178564477536,44,67,5,0.5495495495495496,12.25,-0.6,0.0,28.0,0.06081006262521795,0.5,588,high
MSME_10584,1.0,0.0,359492.76,0.8592851134918604,679331.6575000001,748294.985,-0.10151643418737613,34,67,5,0.5446428571428571,13.25,-0.3939393939393939,0.0,13.0,0.2725317930340126,0.5,756,high
MSME_10585,1.0,0.0,786802.0974999999,0.8304098240971841,521646.95,884642.16,-0.6958637637965678,44,68,5,0.5517241379310345,10.25,-0.2916666666666667,0.0,24.0,0.09071795328941247,0.5,-1,high
MSME_10586,1.0,0.0,1635278.8,0.8701422797007997,635136.8925000001,806536.09,-0.2698618195919077,33,62,5,0.5625,16.333333333333332,-0.058823529411764705,0.0,8.0,0.44932896411722156,0.5,-1,medium
MSME_10587,1.0,0.0,1572395.7374999998,0.688149367442003,615447.6900000002,733511.1725,-0.19183349684844828,40,68,5,0.5137614678899083,16.666666666666668,-0.41304347826086957,0.0,50.0,0.006737946999085467,0.5,780,high
MSME_10588,1.0,0.0,1094930.655,0.6677772702184106,682138.1799999999,589672.9775,0.1355520116173528,31,63,5,0.46078431372549017,17.0,0.32142857142857145,0.0,29.0,0.05502322005640721,0.5,775,high
MSME_10589,1.0,0.0,664421.685,0.8730065787715899,619365.0675000001,674034.4774999999,-0.08826686048127794,34,63,5,0.5238095238095238,13.25,-0.5277777777777778,0.0,37.0,0.024723526470339388,0.5,-1,high
MSME_10590,1.0,0.0,922884.1633333334,0.8585516648258874,716402.2499999999,792131.165,-0.10570725454868429,34,67,5,0.5309734513274337,18.333333333333332,0.027777777777777776,0.0,51.0,0.006096746565515633,0.5,575,high
MSME_10591,1.0,0.0,882147.5775,0.7456267562687932,427980.00499999995,1031270.7524999997,-1.0,35,65,5,0.5363636363636364,13.0,-0.28125,0.0,44.0,0.012277339903068436,0.5,683,high
MSME_10592,1.0,0.0,422502.9380000001,0.839340751385901,590021.7775000001,769204.5575,-0.30368841767031196,31,74,5,0.5175438596491229,11.5,-0.4666666666666667,0.0,16.0,0.20189651799465538,0.5,770,high
MSME_10593,1.0,0.0,1219360.5019999999,0.7534292721591652,538634.1500000001,873960.875,-0.6225500648260044,36,71,5,0.5363636363636364,14.0,0.8333333333333334,0.0,43.0,0.013568559012200934,0.5,-1,high
MSME_10594,1.0,0.0,884408.9650000001,0.6521092840434616,384992.5375,846763.12,-1.0,33,64,5,0.5142857142857142,13.0,-0.2,0.0,7.0,0.49658530379140947,0.5,-1,medium
MSME_10595,1.0,0.0,1380971.2033333334,0.736910116923757,653573.2749999999,740958.7075,-0.13370410915287215,41,65,5,0.4811320754716981,16.333333333333332,-0.1388888888888889,0.0,1.0,0.9048374180359595,0.5,-1,low
MSME_10596,1.0,0.0,895357.7039999999,0.7316953349958997,549525.0924999999,741327.7274999999,-0.3490334429087058,37,63,5,0.49019607843137253,10.5,-0.32,0.0,41.0,0.016572675401761237,0.5,778,high
MSME_10597,1.0,0.0,977717.9149999999,0.7502047550579075,549973.1300000001,892588.0874999999,-0.6229667211196295,43,69,5,0.5221238938053098,10.75,-0.28,0.0,9.0,0.4065696597405991,0.5,680,medium
MSME_10598,1.0,0.0,1000357.535,0.692141060553923,602849.7875000001,787049.0025000001,-0.30554744949628093,39,62,5,0.5046728971962616,11.5,-0.5161290322580645,0.0,28.0,0.06081006262521795,0.5,563,high
MSME_10599,1.0,0.0,1031435.3574999999,0.7945221586031965,629348.6675,713900.1975,-0.13434767461392938,32,63,5,0.47,13.666666666666666,-0.42105263157894735,0.0,42.0,0.014995576820477703,0.5,-1,high
MSME_10600,1.0,0.0,1252582.97,0.7061906859727511,542845.4924999999,657579.85,-0.2113572997937347,37,63,5,0.5420560747663551,15.666666666666666,0.06666666666666667,0.0,12.0,0.301194211912202,0.5,-1,medium
MSME_10601,1.0,0.0,1092122.8925,0.8195733323204986,662232.3274999999,867882.095,-0.3105402121885995,30,70,5,0.5486725663716814,11.5,-0.4666666666666667,0.0,51.0,0.006096746565515633,0.5,-1,high
MSME_10602,1.0,0.0,756542.1599999999,0.8102094333064261,786693.4025000001,692565.1175,0.11965053310587541,39,65,5,0.5405405405405406,14.75,-0.5609756097560976,0.0,19.0,0.14956861922263504,0.5,580,high
MSME_10603,1.0,0.0,1083204.5620000002,0.7516853897879022,579687.575,716808.4750000001,-0.23654276184891518,27,70,5,0.4766355140186916,14.333333333333334,-0.3684210526315789,0.0,28.0,0.06081006262521795,0.5,642,high
MSME_10604,1.0,0.0,968518.9700000001,0.7150975980318124,715060.2074999999,592564.6674999997,0.17130800835396812,40,64,5,0.49056603773584906,14.75,-0.40540540540540543,0.0,26.0,0.07427357821433388,0.5,675,high
MSME_10605,1.0,0.0,1448645.93,0.787268891039854,667379.0199999999,819723.4425,-0.22827271750316652,35,68,5,0.5309734513274337,12.5,-0.14814814814814814,0.0,10.0,0.36787944117144233,0.5,590,medium
MSME_10606,1.0,0.0,456701.98,0.9006932067094195,676959.4274999999,783987.7749999999,-0.15810156879748904,38,61,5,0.5363636363636364,17.666666666666668,-0.5862068965517241,0.0,46.0,0.010051835744633576,0.5,-1,high
MSME_10607,1.0,0.0,592003.365,0.7248016772093903,448851.93749999994,826303.1475,-0.8409258788149936,45,71,5,0.5535714285714286,11.5,-0.2962962962962963,0.0,51.0,0.006096746565515633,0.5,-1,high
MSME_10608,1.0,0.0,800889.714,0.7903671494682344,703784.0075000001,670733.1725,0.04696161698445538,45,64,5,0.5315315315315315,18.666666666666668,0.25,0.0,15.0,0.22313016014842982,0.5,-1,high
MSME_10609,1.0,0.0,1369624.715,0.7544800636631283,587995.9375,818079.3825,-0.3913010793548211,36,70,5,0.5217391304347826,14.25,-0.5384615384615384,0.0,30.0,0.049787068367863944,0.5,752,high
MSME_10610,1.0,0.0,850128.0025,0.7268902908798913,746645.6033333334,1070131.13,-0.4332517665978262,39,70,5,0.4954954954954955,15.666666666666666,0.4583333333333333,0.0,24.0,0.09071795328941247,0.5,700,high
MSME_10611,1.0,0.0,1313224.97,0.5600887348387912,609963.5525,865052.3724999999,-0.4182033810946433,38,71,5,0.49074074074074076,11.25,-0.5,0.0,14.0,0.24659696394160643,0.5,625,high
MSME_10612,1.0,0.0,1326578.2566666666,0.7656796832299454,820514.5933333333,1028978.0466666665,-0.25406428481235455,51,72,5,0.5423728813559322,18.333333333333332,-0.4423076923076923,0.0,1.0,0.9048374180359595,0.5,678,low
MSME_10613,1.0,0.0,1443548.23,0.67786637018506,746366.7125,848996.78,-0.13750622285422462,34,73,5,0.5583333333333333,20.0,0.375,0.0,57.0,0.003345965457471272,0.5,783,high
MSME_10614,1.0,0.0,978366.99,0.7116399737847218,631289.8325000001,697882.6950000001,-0.10548698723101946,36,66,5,0.5045871559633027,17.666666666666668,0.15625,0.0,55.0,0.004086771438464067,0.5,-1,high
MSME_10615,1.0,0.0,1099285.4733333334,0.8200517478117905,620559.1575,861343.93,-0.38801260055533077,33,80,5,0.5166666666666667,12.25,-0.36666666666666664,0.0,43.0,0.013568559012200934,0.5,623,high
MSME_10616,1.0,0.0,1094385.96,0.6832406048355647,647842.1799999998,827715.6375000001,-0.27765011765674213,31,65,5,0.5094339622641509,11.75,-0.19230769230769232,0.0,13.0,0.2725317930340126,0.5,-1,high
MSME_10617,1.0,0.0,1334664.0574999999,0.7744320893224808,564227.4474999999,771543.505,-0.36743348523469366,43,67,5,0.4672897196261682,10.75,-0.5666666666666667,0.0,3.0,0.7408182206817179,0.5,-1,low
MSME_10618,1.0,0.0,1099875.7059999998,0.7691478099866641,595629.4225,696150.9425,-0.16876520232678738,29,63,5,0.5192307692307693,11.25,-0.39285714285714285,0.0,8.0,0.44932896411722156,0.5,553,medium
MSME_10619,1.0,0.0,1040540.492,0.7556971425708608,922010.5066666665,985131.8899999998,-0.06846059006587168,37,62,5,0.5272727272727272,17.0,-0.08333333333333333,0.0,14.0,0.24659696394160643,0.5,745,high
MSME_10620,1.0,0.0,960208.3859999999,0.7826385704362003,714506.8124999999,670207.9375,0.06199923391213277,39,68,5,0.5526315789473685,18.0,0.08823529411764706,0.0,37.0,0.024723526470339388,0.5,-1,high
MSME_10621,1.0,0.0,981232.89,0.7497505810842056,502800.9375,864250.8299999998,-0.7188727497151889,38,70,5,0.5045045045045045,15.0,-0.17647058823529413,0.0,11.0,0.33287108369807955,0.5,639,medium
MSME_10622,1.0,0.0,406510.94,0.5804674601914986,700990.58,761248.44,-0.08596101248607362,35,64,5,0.5321100917431193,16.666666666666668,-0.25,0.0,10.0,0.36787944117144233,0.5,726,medium
MSME_10623,1.0,0.0,1123559.365,0.8210638598803714,567592.4900000001,856457.5600000002,-0.5089303947626228,38,67,5,0.5545454545454546,16.333333333333332,-0.1388888888888889,0.0,7.0,0.49658530379140947,0.5,609,medium
MSME_10624,1.0,0.0,1320993.698,0.7240730055976338,527020.7424999999,890946.735,-0.6905344764489988,39,63,5,0.4752475247524752,10.5,-0.17391304347826086,0.0,17.0,0.1826835240527346,0.5,-1,high
MSME_10625,1.0,0.0,889967.8799999999,0.8008707804830287,666853.8725,645702.6599999999,0.03171791208275564,31,59,5,0.5533980582524272,13.0,-0.631578947368421,0.0,43.0,0.013568559012200934,0.5,-1,high
MSME_10626,1.0,0.0,1268112.52,0.7756754456339795,590042.1525,799062.9224999999,-0.3542471823655004,42,66,5,0.5094339622641509,11.25,0.045454545454545456,0.0,9.0,0.4065696597405991,0.5,-1,medium
MSME_10627,1.0,0.0,825418.6900000001,0.7807363339170816,664914.73,690972.7725000002,-0.03919005148224076,34,63,5,0.5405405405405406,12.75,-0.5428571428571428,0.0,22.0,0.11080315836233387,0.5,-1,high
MSME_10628,1.0,0.0,1575701.92,0.7603828041835753,444372.1225,919034.41,-1.0,44,68,5,0.5263157894736842,13.333333333333334,-0.3235294117647059,0.0,14.0,0.24659696394160643,0.5,-1,high
MSME_10629,1.0,0.0,1077419.6060000001,0.768028689978533,600732.6525000001,689651.7425,-0.1480177407203614,40,69,5,0.4672897196261682,12.5,-0.3333333333333333,0.0,2.0,0.8187307530779818,0.5,552,low
MSME_10630,1.0,0.0,1187466.0825,0.7407402247156554,708119.91,627936.6049999999,0.11323407782729929,31,72,5,0.4672897196261682,13.0,-0.7317073170731707,0.0,6.0,0.5488116360940264,0.5,716,medium
MSME_10631,1.0,0.0,1227600.25,0.5193523626639559,618133.0599999999,683449.2725,-0.10566691336651696,39,68,5,0.5321100917431193,13.0,-0.5555555555555556,0.0,50.0,0.006737946999085467,0.5,725,high
MSME_10632,1.0,0.0,1222177.005,0.745971636007556,816508.2899999997,854653.34,-0.046717284401362656,33,60,5,0.5242718446601942,16.666666666666668,0.0625,0.0,36.0,0.02732372244729256,0.5,707,high
MSME_10633,1.0,0.0,1227619.36,0.691242307072999,397325.64249999996,843536.34,-1.0,30,62,5,0.5,12.666666666666666,0.6111111111111112,0.0,33.0,0.036883167401239994,0.5,-1,high
MSME_10634,1.0,0.0,405777.93,0.7710750098202993,590854.4275,824026.2200000001,-0.3946349246913278,34,65,5,0.5092592592592593,11.75,0.23809523809523808,0.0,1.0,0.9048374180359595,0.5,-1,low
MSME_10635,1.0,0.0,144211.35,0.6847602723294274,458473.355,856524.0725,-0.868209053282933,41,66,5,0.5181818181818182,13.666666666666666,0.20833333333333334,0.0,28.0,0.06081006262521795,0.5,781,high
MSME_10636,1.0,0.0,1493492.0150000001,0.7984215888134703,595425.5275,863366.465,-0.4499990765007972,45,59,5,0.5740740740740741,15.666666666666666,-0.11764705882352941,0.0,22.0,0.11080315836233387,0.5,555,high
MSME_10637,1.0,0.0,869866.182,0.759334672192625,734032.18,1033484.66,-0.40795552042418626,35,61,5,0.5238095238095238,11.25,-0.6363636363636364,0.0,31.0,0.0450492023935578,0.5,-1,high
MSME_10638,1.0,0.0,1128013.83,0.6899842028162785,590375.1500000001,748158.725,-0.2672598516384028,33,68,5,0.47115384615384615,11.25,-0.39285714285714285,0.0,25.0,0.0820849986238988,0.5,753,high
MSME_10639,1.0,0.0,476714.52,0.9284050687533951,542738.3775,907517.9675,-0.6721094455864237,34,68,5,0.5739130434782609,17.0,0.2,0.0,15.0,0.22313016014842982,0.5,719,high
MSME_10640,1.0,0.0,1622388.5,0.711994087366885,538507.5075,800080.7175,-0.4857373506533706,37,64,5,0.5142857142857142,14.333333333333334,-0.15625,0.0,12.0,0.301194211912202,0.5,-1,medium
MSME_10641,1.0,0.0,404840.19,0.7023894276732241,520056.06250000006,920603.0625,-0.7701996551573704,36,71,5,0.5641025641025641,11.25,-0.6363636363636364,0.0,56.0,0.003697863716482929,0.5,719,high
MSME_10642,1.0,0.0,460009.06,0.897315231117281,624168.7149999999,781882.4075000001,-0.25267798386851265,45,74,5,0.5130434782608696,13.25,-0.3939393939393939,0.0,42.0,0.014995576820477703,0.5,-1,high
