entity_id,name,gstin,industry_code,vintage_months,bureau_score_cibil,credit_limit_requested
MSME_11853,Rapid Industries,21XFLAW1538X4Z3,NIC_4690,54,-1,2913668
MSME_11854,Rapid Industries,19FYYFS6441F8ZZ,NIC_4100,3,632,1591270
MSME_11855,Rapid Traders,17SYVWU8580J1Z3,NIC_1079,50,604,489673
MSME_11856,Green Logistics,12TNMNN9320N3ZO,NIC_4690,42,633,921726
MSME_11857,Rapid Industries,17UKCES8151M2ZF,NIC_5229,8,633,2166894
MSME_11858,Global Logistics,33QNOWY7329Y4ZS,NIC_1311,46,675,1227974
MSME_11859,Om Textiles,10ODSSV1477T4ZG,NIC_1702,10,-1,374633
MSME_11860,Green Foods,18IUWCW5093B3Z4,NIC_2220,34,699,2627668
MSME_11861,Global Traders,23HVRNL0045I1ZQ,NIC_4690,33,575,879837
MSME_11862,Prime Foods,21XKPIZ4340W3ZQ,NIC_5229,39,720,2441637
MSME_11863,Shree Enterprises,18SKNOD7018X7Z5,NIC_4711,29,564,1902747
MSME_11864,Shree Industries,24IEJHE0009G1ZU,NIC_1702,43,-1,1068575
MSME_11865,Lakshmi Textiles,11LKDYP0166B8ZR,NIC_5229,38,739,2126303
MSME_11866,Shree Foods,31OWMPD6544T4Z3,NIC_2220,4,790,2949887
MSME_11867,Sai Traders,36ETMYJ7173E2ZM,NIC_2220,50,-1,2799805
MSME_11868,Global Packaging,32EMEZT1032O7Z3,NIC_4690,18,708,1867371
MSME_11869,Lakshmi Textiles,24SBAQI3566Z3ZS,NIC_2220,21,-1,327905
MSME_11870,Om Logistics,25UCYVQ3004A4ZY,NIC_4690,11,636,2786212
MSME_11871,Rapid Retail,29ZSGMS3974W6ZQ,NIC_1311,21,-1,144109
MSME_11872,Rapid Enterprises,23PWZPQ3682L4ZM,NIC_4690,27,790,679874
MSME_11873,Global Traders,18CYBAG2923X3ZQ,NIC_1311,39,724,1892828
MSME_11874,Skyline Enterprises,30MSGTP1496J6Z7,NIC_4100,50,648,1402052
MSME_11875,Urban Enterprises,11NFXEB7614W3ZT,NIC_1702,8,667,2840468
MSME_11876,Shree Foods,33FAIXN8540Q3Z3,NIC_1702,9,690,171297
MSME_11877,Shree Traders,28ZVKTK3088F4Z9,NIC_1702,53,744,1376290
MSME_11878,Lakshmi Textiles,21UJCBJ1882C7ZJ,NIC_4100,4,561,1148342
MSME_11879,Global Industries,36URRAH0747B7Z8,NIC_2220,47,-1,599855
MSME_11880,Prime Enterprises,30IFDNU0896A3ZO,NIC_4690,59,-1,1570356
MSME_11881,Prime Packaging,20YCABB8800E3Z5,NIC_4100,9,-1,1225558
MSME_11882,Global Enterprises,30YZRFX7046V3ZV,NIC_2220,22,765,2078834
MSME_11883,Lakshmi Industries,10BGMJJ6790C3ZQ,NIC_1702,48,650,1688926
MSME_11884,Om Packaging,29OSQUC0413X5ZE,NIC_1702,35,788,2054206
MSME_11885,Urban Logistics,33XHZXA7570K5ZX,NIC_5229,27,-1,2784484
MSME_11886,Urban Traders,20IQJFO2422D8ZQ,NIC_1702,25,706,2682561
MSME_11887,Rapid Foods,17VEDEC4258G2ZZ,NIC_5229,12,-1,324230
MSME_11888,Urban Traders,35CGMJR0268Y7Z5,NIC_1702,11,-1,505253
MSME_11889,Sai Logistics,17SIFCT5338U7ZS,NIC_1311,25,-1,794584
MSME_11890,Shree Retail,25AAKAQ3391P6Z5,NIC_5229,56,650,2191293
MSME_11891,Shree Retail,23JQCCN9297E8ZS,NIC_5229,33,-1,838046
MSME_11892,Prime Traders,26HWWGI6657T4Z9,NIC_5229,13,730,1053828
MSME_11893,Prime Foods,17JWIXJ5581Z1ZR,NIC_4690,17,-1,1187875
MSME_11894,Urban Foods,11DLLSZ9957B6ZS,NIC_1311,18,647,770959
MSME_11895,Global Enterprises,19HAUJS6373P5ZZ,NIC_1311,25,678,830949
MSME_11896,Om Industries,17TRHXD5563O5ZV,NIC_1311,8,-1,2613982
MSME_11897,Skyline Foods,22HFQSZ0122D5ZS,NIC_2220,22,637,1507973
MSME_11898,Lakshmi Industries,33SUNRK1354M2ZQ,NIC_1079,11,-1,1908072
MSME_11899,Om Industries,16RYVHJ0171O5ZP,NIC_1079,28,689,1233109
MSME_11900,Skyline Retail,20STMAC7575J6ZY,NIC_4711,13,777,363390
MSME_11901,Prime Industries,36QMMWX9968S7ZC,NIC_1079,25,-1,2523160
MSME_11902,Sai Packaging,25YZQPX8969Z8Z3,NIC_2220,40,-1,202772
MSME_11903,Sai Enterprises,15AJCNZ5510F6Z9,NIC_4711,23,-1,1929857
MSME_11904,Lakshmi Foods,15LEIKR4593I2ZH,NIC_4690,11,-1,1586190
MSME_11905,Skyline Logistics,16OBTCV5424M2Z1,NIC_1079,55,764,1545091
MSME_11906,Shree Enterprises,19YYBNQ4993T7Z8,NIC_5229,51,648,2199875
MSME_11907,Prime Packaging,11PNEUA3587C1ZX,NIC_4100,46,-1,180923
MSME_11908,Shree Enterprises,11PEENR5283N2ZL,NIC_2220,28,678,2866109
MSME_11909,Prime Logistics,26USZFH1898F7ZN,NIC_4711,13,-1,1798212
MSME_11910,Shree Industries,35FMYDB8711G1Z6,NIC_4690,19,557,1195445
MSME_11911,Lakshmi Textiles,11RMJSC2726G7ZM,NIC_4690,3,-1,2263582
MSME_11912,Skyline Textiles,10SHUFY3651R5Z8,NIC_5229,21,784,2495372
MSME_11913,Urban Packaging,12MBVTD7272D3ZD,NIC_1702,13,558,2768634
MSME_11914,Skyline Retail,16VHPXV1207G4ZW,NIC_4711,13,747,2311850
MSME_11915,Global Enterprises,21WNVXR0011Q2ZS,NIC_2220,41,-1,920798
MSME_11916,Urban Retail,23TGNBJ6763L2ZP,NIC_4711,30,-1,1118323
MSME_11917,Skyline Foods,16YXDED2682N3ZH,NIC_5229,6,-1,2767739
MSME_11918,Om Retail,14KXIIM4618P7ZD,NIC_1079,27,795,2918589
MSME_11919,Green Retail,13OEBXV0466D1ZV,NIC_4711,4,771,2763236
MSME_11920,Om Textiles,32CIZHH4095L3ZM,NIC_2220,25,-1,694622
MSME_11921,Skyline Industries,25MZGHX1965D7Z6,NIC_4100,46,-1,798508
MSME_11922,Rapid Retail,13FPGFW0632W4Z7,NIC_1702,12,619,2770681
MSME_11923,Lakshmi Traders,34YKIXR4640J8Z6,NIC_1702,10,-1,2674595
MSME_11924,Om Foods,17SQGSB4858Y1ZO,NIC_4690,47,-1,1241215
MSME_11925,Shree Foods,17LTHMZ8925A6ZN,NIC_5229,24,-1,2048717
MSME_11926,Urban Traders,10KUMJN4915U1ZL,NIC_4690,45,-1,915519
MSME_11927,Rapid Industries,20CFPNP3911V7Z4,NIC_4711,20,689,606120
MSME_11928,Om Textiles,29HVKWE3414O4ZM,NIC_1079,41,-1,1099930
MSME_11929,Skyline Enterprises,17HFTDK0551N8Z2,NIC_1702,49,667,1675192
MSME_11930,Rapid Traders,19HEZBE4785D4ZC,NIC_1079,30,756,119217
MSME_11931,Urban Industries,31UZWOK9057E4ZQ,NIC_4690,42,-1,2916639
MSME_11932,Urban Retail,30WPURH3609U7ZV,NIC_1079,10,-1,1968073
MSME_11933,Prime Traders,33EDBBJ6603P1ZJ,NIC_1311,1,699,2781618
MSME_11934,Lakshmi Textiles,15RKXVV5544O3ZH,NIC_4100,34,684,1361724
MSME_11935,Global Enterprises,32XQNGA6360J4ZY,NIC_4100,34,553,2292495
MSME_11936,Urban Textiles,12PJHGN2361W1ZQ,NIC_1702,11,-1,192480
MSME_11937,Rapid Packaging,15TGKPM4792N4ZO,NIC_1702,59,771,700419
MSME_11938,Om Retail,32MHEKJ4093U4ZM,NIC_1702,15,-1,1142710
MSME_11939,Prime Retail,17LEKNV4966K7ZD,NIC_1311,43,-1,2796107
MSME_11940,Prime Logistics,10BSZPI7881O8ZY,NIC_4690,19,-1,2049681
MSME_11941,Lakshmi Packaging,18TIWEC8932X7ZV,NIC_5229,46,745,469882
MSME_11942,Global Textiles,13MNJOJ6028G6ZV,NIC_1079,3,670,195700
MSME_11943,Om Packaging,26QSEAC0703T6ZC,NIC_4100,38,-1,109363
MSME_11944,Om Traders,12ITYTN6124S4ZI,NIC_1702,46,689,1318466
MSME_11945,Lakshmi Traders,20GDLMK9704W4ZG,NIC_1702,32,556,2097877
MSME_11946,Om Textiles,16LOVAT2566B3ZA,NIC_4100,53,559,2246548
MSME_11947,Lakshmi Traders,34TFERV3264Q7Z3,NIC_4100,1,-1,1262789
MSME_11948,Om Enterprises,30JWDOM2704N7ZC,NIC_1311,53,689,2230766
MSME_11949,Om Packaging,12NBQKC3571F8Z7,NIC_4690,24,659,2101981
MSME_11950,Global Packaging,20LSKET4373I8Z6,NIC_1311,12,661,1198096
MSME_11951,Shree Retail,31JGPXN1288R7ZD,NIC_1311,52,766,1831107
MSME_11952,Sai Logistics,33DTPOB1906C4ZZ,NIC_2220,15,-1,1835313
MSME_11953,Green Traders,16UKXCQ3950I7ZY,NIC_2220,40,-1,638617
MSME_11954,Urban Packaging,27THXBV2386N1ZV,NIC_1079,34,712,1700327
MSME_11955,Shree Foods,33YVSUE9471G5ZR,NIC_4100,12,716,2249105
MSME_11956,Urban Foods,20VCQRP2157B7ZX,NIC_1702,54,586,1346444
MSME_11957,Rapid Packaging,33JVGKT7307E8ZJ,NIC_2220,44,-1,314416
MSME_11958,Prime Packaging,32PDRZF9913P8Z2,NIC_5229,3,650,2105931
MSME_11959,Sai Traders,23TOSOH0749E8ZV,NIC_4690,55,615,503500
MSME_11960,Prime Foods,17RBGDI1730A8ZI,NIC_4100,46,739,501516
MSME_11961,Om Enterprises,19ECWAB3435I6Z0,NIC_1079,21,561,2944620
MSME_11962,Lakshmi Packaging,32EDINF7151Y3ZY,NIC_4711,16,-1,2553081
MSME_11963,Green Textiles,24EWNMW9383F7Z8,NIC_1311,41,579,1976602
MSME_11964,Lakshmi Logistics,14JBIWB1189I5ZO,NIC_4100,18,567,667479
MSME_11965,Prime Traders,33OYYHH1081Z1ZI,NIC_2220,43,-1,2980615
MSME_11966,Rapid Industries,17KNOWX1148V2ZW,NIC_4711,53,702,2510819
MSME_11967,Green Industries,14MLHYL6339X8Z6,NIC_1311,20,-1,2186313
MSME_11968,Lakshmi Packaging,21MDZDR8065J8Z2,NIC_4100,11,628,2987014
MSME_11969,Shree Packaging,12TZTRV7377J4ZA,NIC_5229,43,-1,1250479
MSME_11970,Sai Textiles,23SZGXP4503C2ZA,NIC_1079,51,674,1920432
MSME_11971,Global Logistics,28LWFYD6422B6ZL,NIC_1311,34,-1,760026
MSME_11972,Lakshmi Industries,18UKXKT8362G2ZR,NIC_4690,30,797,1678302
MSME_11973,Lakshmi Logistics,25YTGNM0431O5ZH,NIC_2220,2,710,797726
MSME_11974,Skyline Textiles,28KHRRF1257L3Z5,NIC_2220,31,-1,1962439
MSME_11975,Prime Logistics,12VJSRD8115U6ZA,NIC_4690,6,-1,1064468
MSME_11976,Global Traders,13OYFKK0004J1ZH,NIC_2220,35,773,916624
MSME_11977,Lakshmi Traders,36KMKTK0180I7Z0,NIC_1702,4,-1,841179
MSME_11978,Rapid Logistics,25DZOTS1245A5Z1,NIC_1702,41,-1,2826730
MSME_11979,Skyline Textiles,15TVNEW0817W6ZL,NIC_1311,52,730,2380863
MSME_11980,Rapid Enterprises,22HIIJS4480V1ZO,NIC_1702,2,-1,121155
MSME_11981,Green Traders,36NGTIP6070D4Z9,NIC_2220,9,-1,1504794
MSME_11982,Skyline Industries,18UQMIO7112S6ZX,NIC_5229,47,-1,720221
MSME_11983,Skyline Packaging,13LCEAL2791Z2ZQ,NIC_2220,58,776,412508
MSME_11984,Lakshmi Logistics,14CVIAU8608G4Z0,NIC_2220,46,634,837320
MSME_11985,Sai Logistics,33BULMI2244A2ZP,NIC_4100,40,-1,741948
MSME_11986,Om Textiles,23JUIRG9849P8ZA,NIC_1311,40,-1,2220601
MSME_11987,Lakshmi Packaging,16OAXIF6910M7ZD,NIC_4711,30,709,2221829
MSME_11988,Sai Textiles,17DDDXA1694R6Z7,NIC_1311,13,-1,1615445
MSME_11989,Urban Traders,14XHMDA4453L7Z0,NIC_1702,3,-1,1909251
MSME_11990,Urban Logistics,32MLPYW0721U5ZB,NIC_1079,33,765,2792766
MSME_11991,Lakshmi Foods,23TDFDR7701N7ZJ,NIC_4100,54,797,2303246
MSME_11992,Shree Logistics,21PNPBY0391O3ZA,NIC_4100,56,-1,2752965
MSME_11993,Prime Traders,23CQSTW8375F2ZJ,NIC_4100,38,717,531427
MSME_11994,Prime Traders,23TLTOU9530Z7Z5,NIC_4100,12,597,2732301
MSME_11995,Urban Textiles,25GCYVR6881A5ZX,NIC_4690,10,748,101081
MSME_11996,Urban Traders,36CHGNA1703M7ZW,NIC_1311,4,-1,1084694
MSME_11997,Prime Textiles,26CXCZZ4868B8ZA,NIC_1311,48,732,1642888
MSME_11998,Urban Industries,19QOHTK4915R6Z3,NIC_2220,31,-1,1396385
MSME_11999,Om Foods,32TSYCT7501Y2ZA,NIC_1702,8,775,1936144
MSME_12000,Skyline Textiles,29QZSFX8069B1ZR,NIC_1311,6,554,2087822
MSME_12001,Shree Logistics,19TQECL0415F1ZH,NIC_4100,45,597,1238081
MSME_12002,Om Packaging,15LUHMV2242E3ZJ,NIC_1702,18,644,1713890
MSME_12003,Om Retail,35NSSSI8546G6ZQ,NIC_1079,22,686,138323
MSME_12004,Green Traders,28OUPZQ4892N4ZT,NIC_4100,26,-1,2949881
MSME_12005,Rapid Traders,28MZVIK1693U1Z1,NIC_5229,13,722,1635592
MSME_12006,Sai Packaging,28CHKTK4595G2ZS,NIC_4100,49,-1,1370744
MSME_12007,Lakshmi Industries,20AGLMQ8935L4ZR,NIC_2220,57,675,426093
MSME_12008,Rapid Traders,25KFBET9153E6ZW,NIC_4690,56,-1,2331826
MSME_12009,Om Retail,29YMJZB3395P7ZM,NIC_1311,31,550,2081156
MSME_12010,Shree Industries,26XDVCN8592Y1ZR,NIC_4100,40,-1,1168603
MSME_12011,Rapid Traders,30RTGBI2156R7Z0,NIC_4711,6,684,767372
MSME_12012,Rapid Retail,13RXONJ8538Y1ZJ,NIC_5229,21,-1,749109
MSME_12013,Urban Retail,22KYNAJ2740I6ZE,NIC_1079,3,-1,468670
MSME_12014,Urban Logistics,15FNBXJ3197S5ZH,NIC_4100,49,-1,117064
MSME_12015,Sai Logistics,34NHUDS5714O3ZZ,NIC_4100,42,-1,2357522
MSME_12016,Green Textiles,20QUDRN7522V8ZD,NIC_1702,14,-1,728879
MSME_12017,Skyline Textiles,14QXHFJ8465V4ZW,NIC_1311,2,698,2710900
MSME_12018,Lakshmi Packaging,25OTEZD1092D2ZL,NIC_1702,21,-1,1616671
MSME_12019,Green Traders,24XORHI3277R1ZI,NIC_5229,12,742,1801940
MSME_12020,Shree Packaging,25OZTNK8792H8ZI,NIC_5229,56,-1,1335964
MSME_12021,Global Retail,24SVCCU9725S5Z6,NIC_1311,32,756,1309555
MSME_12022,Rapid Packaging,16VHZCO8132X1ZU,NIC_5229,57,-1,175646
MSME_12023,Lakshmi Foods,33IWPKO7100P6ZS,NIC_4100,46,-1,1077779
MSME_12024,Shree Industries,28YUPAI6689Z4ZH,NIC_1079,3,582,2893301
MSME_12025,Sai Foods,10QORGM7423F3ZE,NIC_4100,53,610,1145231
MSME_12026,Prime Foods,33LDLHG1924J8ZD,NIC_1079,32,576,968217
MSME_12027,Rapid Logistics,15JNALK4381L3Z6,NIC_4711,50,769,481490
MSME_12028,Global Traders,26YWRGA9075F3ZC,NIC_4100,23,767,765396
MSME_12029,Shree Enterprises,22EKIBL3702T5Z2,NIC_2220,42,565,704341
MSME_12030,Green Foods,22DHQGY4126V3ZD,NIC_2220,24,762,294563
MSME_12031,Sai Industries,20YAHDN3005Q6ZV,NIC_2220,35,672,2576533
MSME_12032,Prime Enterprises,19FEFFH0418P4Z4,NIC_5229,35,588,1260585
MSME_12033,Urban Retail,25YPPGP6252D2Z3,NIC_4711,3,660,2267695
MSME_12034,Green Enterprises,17WIUBP1793B4ZY,NIC_1079,44,-1,1806824
MSME_12035,Global Traders,19GSGWW3029E4Z7,NIC_4690,18,-1,1078733
MSME_12036,Skyline Traders,32EWMNH3486G3ZI,NIC_1079,13,610,1397063
MSME_12037,Global Foods,24GBJRM1528W4ZS,NIC_4711,24,-1,2094637
MSME_12038,Urban Enterprises,33XEIFD9448P7ZT,NIC_1079,23,-1,563259
MSME_12039,Global Industries,18VTJBY9816E8Z7,NIC_2220,26,730,694013
MSME_12040,Shree Logistics,11FIMKY9580I3Z0,NIC_4100,26,-1,1713726
MSME_12041,Lakshmi Industries,29CIDAQ8735B4ZC,NIC_1079,50,610,2523052
MSME_12042,Lakshmi Packaging,16LITLP3230D1ZT,NIC_1079,17,-1,2965530
MSME_12043,Sai Logistics,23EIBXB3783M5ZE,NIC_5229,14,798,1299399
MSME_12044,Lakshmi Textiles,20VODPD0662C8ZR,NIC_4100,44,-1,2549393
MSME_12045,Green Packaging,13LPFFS0787S1ZW,NIC_4100,46,761,1105927
MSME_12046,Global Packaging,16ESGFU8153J1Z4,NIC_1079,37,-1,1096782
MSME_12047,Om Industries,29EDYAY1547C1ZU,NIC_5229,29,-1,1754474
MSME_12048,Om Textiles,31TYWVC9182M4ZE,NIC_1079,30,771,2697617
MSME_12049,Om Foods,13CVAFL4968M4ZZ,NIC_4690,55,-1,576984
MSME_12050,Shree Traders,30LHERG9872V8ZR,NIC_5229,8,730,1646235
MSME_12051,Shree Packaging,20VXAHN3171J8ZJ,NIC_4711,16,694,1469273
MSME_12052,Om Textiles,22EGWVX8423K7ZN,NIC_1311,24,693,2693458
MSME_12053,Urban Industries,36ZYNBV0925Y1ZK,NIC_1702,44,699,2354198
MSME_12054,Urban Traders,28YTDOC1259S3ZP,NIC_4690,5,667,815510
MSME_12055,Prime Enterprises,20BPRKZ0636Z2ZL,NIC_4711,54,742,1946489
MSME_12056,Om Traders,12AJVTU9896K2ZU,NIC_2220,15,790,2061725
MSME_12057,Urban Retail,32ZXZLN3096R1ZE,NIC_1079,13,-1,2491390
MSME_12058,Skyline Enterprises,34GMXNA0536V6ZI,NIC_1702,33,628,1699078
MSME_12059,Shree Packaging,28OYDTM1640O7ZE,NIC_1702,2,718,1177204
MSME_12060,Green Traders,26RBOYY0117Q5ZW,NIC_1702,8,624,869723
MSME_12061,Sai Foods,32ERRDM2591Q8ZJ,NIC_1079,36,619,1558169
MSME_12062,Lakshmi Logistics,13JBGBT2815H2ZI,NIC_5229,30,669,1207933
MSME_12063,Green Enterprises,15AQOUL5542F2Z6,NIC_2220,35,-1,1268778
MSME_12064,Shree Logistics,26PHJPM1747T8ZM,NIC_1311,53,662,2341772
MSME_12065,Prime Retail,10DNCOZ7590U2ZW,NIC_4690,29,-1,1096873
MSME_12066,Lakshmi Retail,12UPZPO6485E7ZP,NIC_2220,26,751,1891962
MSME_12067,Prime Packaging,17LCSLK6803H5ZJ,NIC_1311,49,639,2658534
MSME_12068,Green Foods,18GWCTF8290R1ZJ,NIC_1079,25,-1,531511
MSME_12069,Rapid Industries,36LPOXP8038S5Z6,NIC_4690,19,-1,877563
MSME_12070,Lakshmi Packaging,17OXEOA7943S5ZO,NIC_5229,52,570,2954664
MSME_12071,Green Industries,20JZGPX7713F6ZC,NIC_1702,16,602,1405712
MSME_12072,Shree Retail,35ZYXZQ8850L5ZT,NIC_4690,49,799,289505
MSME_12073,Lakshmi Retail,25XJGBK7864O4ZE,NIC_1079,29,679,1754428
MSME_12074,Skyline Foods,35YYSTO6184H7Z4,NIC_5229,5,730,2379168
MSME_12075,Prime Traders,34ZJYXH0617Y1ZG,NIC_4711,5,650,340601
MSME_12076,Rapid Industries,34KPWOE7302X3ZX,NIC_4711,55,786,1407763
MSME_12077,Sai Textiles,30FVRFK0116W4ZF,NIC_4690,34,698,1430901
MSME_12078,Om Packaging,31OYUEV5937U2Z3,NIC_4711,12,670,1668473
MSME_12079,Om Industries,30AHIAM8219E7Z4,NIC_4100,59,-1,1703952
MSME_12080,Green Enterprises,13ZGBBQ9488X1Z4,NIC_2220,47,557,2216079
MSME_12081,Rapid Logistics,27FTGWC6547J5ZZ,NIC_1311,6,658,398139
MSME_12082,Skyline Foods,21EXFBC3831D2ZR,NIC_2220,31,-1,1655057
MSME_12083,Shree Traders,35DKOTI1425W3Z8,NIC_5229,18,-1,2787540
MSME_12084,Prime Traders,35SLPYL8510S8ZW,NIC_5229,38,792,391688
MSME_12085,Skyline Logistics,29JPCDA8494Z2ZJ,NIC_2220,55,-1,706312
MSME_12086,Green Enterprises,36SUCDY8053D1ZO,NIC_2220,49,600,1693058
MSME_12087,Sai Textiles,30AHXYT0699P5ZT,NIC_1311,47,-1,461328
MSME_12088,Global Industries,23IHFLU0290B4ZP,NIC_4100,51,635,1254448
MSME_12089,Global Textiles,19GXKLL9212B5Z1,NIC_2220,20,657,2732322
MSME_12090,Prime Packaging,26TFNNO4689F4ZW,NIC_4690,13,727,1732024
MSME_12091,Global Industries,21BHQZD7724V4ZN,NIC_4100,49,652,581981
MSME_12092,Urban Enterprises,19YYVAY2687F3ZV,NIC_5229,57,795,2539642
MSME_12093,Lakshmi Packaging,34LMHEM6525A7ZH,NIC_1702,45,-1,691739
MSME_12094,Global Foods,25YLCOO1944F4ZH,NIC_4100,58,-1,1074227
MSME_12095,Prime Industries,35IAQQI9016Y7ZU,NIC_4711,28,610,2417156
MSME_12096,Sai Retail,23YCSVX1517K2ZK,NIC_4711,46,640,2079208
MSME_12097,Skyline Packaging,33AAOBW4957H2Z8,NIC_1079,58,567,2071801
MSME_12098,Sai Packaging,21ZZWDI6331A5ZH,NIC_1079,47,632,275113
MSME_12099,Green Packaging,13OHMFH2799N7Z9,NIC_4711,29,688,995626
MSME_12100,Om Retail,26TRPGE4128F3ZK,NIC_1079,48,759,1613251
MSME_12101,Rapid Logistics,19AOUQE6576M2ZS,NIC_2220,7,677,1371731
MSME_12102,Global Industries,29QXJMU4415N7ZH,NIC_2220,10,661,934518
MSME_12103,Sai Logistics,19FJTZX1037H4Z5,NIC_1311,59,-1,2180605
MSME_12104,Sai Packaging,15SNLIL3717V2ZW,NIC_4711,37,665,921812
MSME_12105,Rapid Industries,15ADDTR4647L1ZO,NIC_4100,30,722,1096280
MSME_12106,Global Foods,30GYJVI1955Q5Z0,NIC_4100,54,-1,2348764
MSME_12107,Prime Textiles,23MNPEE8963T4ZF,NIC_4711,11,-1,1783231
MSME_12108,Green Retail,24QAJUW8174J5ZV,NIC_2220,28,-1,2162403
MSME_12109,Lakshmi Enterprises,23DYWPV4253J4ZE,NIC_1079,52,-1,2679524
MSME_12110,Green Traders,22EGLEE8275C6ZC,NIC_1311,28,591,610382
MSME_12111,Prime Retail,11QULJA4131J7ZH,NIC_4711,32,690,1441341
MSME_12112,Skyline Logistics,29VRAIM7520Y5ZT,NIC_1311,5,555,2884847
MSME_12113,Prime Textiles,33FLYDX3436S7ZT,NIC_2220,32,585,619059
MSME_12114,Lakshmi Packaging,12SQKMP1465T5ZR,NIC_1702,26,-1,861237
MSME_12115,Global Traders,22SOPDC7845I1ZJ,NIC_4690,11,708,2907060
MSME_12116,Green Packaging,13GZYTV8203I4ZX,NIC_4711,21,-1,688840
MSME_12117,Rapid Foods,23RMNNR6292Q1ZM,NIC_1702,5,765,1008236
MSME_12118,Green Packaging,10NYIFA6981Q4Z9,NIC_4690,41,-1,953703
MSME_12119,Lakshmi Enterprises,17KISDY4499K3ZH,NIC_1079,58,-1,971457
MSME_12120,Sai Retail,19YUFRJ4149L6ZG,NIC_5229,37,553,1368311
MSME_12121,Green Packaging,27YPGND8512J3Z7,NIC_4100,22,-1,2474828
MSME_12122,Rapid Logistics,11SEZFC9592K7ZT,NIC_1079,34,778,396249
MSME_12123,Prime Foods,34EOCSE8637S3ZZ,NIC_4100,12,-1,2576948
MSME_12124,Sai Foods,15IFYVC2615N3Z4,NIC_1702,15,762,1128317
MSME_12125,Prime Packaging,32IZMEZ9476D4ZB,NIC_2220,10,636,1468267
MSME_12126,Urban Packaging,29XXVJA2090N2Z0,NIC_1079,15,552,914363
MSME_12127,Rapid Industries,35ARMNU2631R7Z0,NIC_4711,17,690,662434
MSME_12128,Om Industries,24MQBTO9157J2ZO,NIC_4690,1,-1,1990221
MSME_12129,Skyline Logistics,14BNQAK1984O2ZN,NIC_1079,21,596,1588499
MSME_12130,Urban Industries,17FFIMS0194L8ZU,NIC_1702,36,-1,1565766
MSME_12131,Sai Foods,32POVHT1664V7ZC,NIC_4711,39,631,2317022
MSME_12132,Green Textiles,13FDINP4682W2ZI,NIC_5229,1,-1,265680
MSME_12133,Rapid Foods,25MOMBA3524W7ZY,NIC_1079,55,-1,220422
MSME_12134,Skyline Packaging,10ZTZCZ2879D5ZS,NIC_4690,26,663,2286517
MSME_12135,Lakshmi Foods,12OUJZI6786Q7ZB,NIC_4690,27,-1,1099348
MSME_12136,Urban Packaging,29JYVIW8071J1ZB,NIC_4100,12,-1,1878429
MSME_12137,Rapid Logistics,12MDGPJ8608R6Z4,NIC_1311,59,715,743195
MSME_12138,Sai Enterprises,22KBSED0887J8ZU,NIC_4690,3,-1,592316
MSME_12139,Green Retail,36EJHUQ0927I5ZC,NIC_5229,25,589,1295688
MSME_12140,Urban Textiles,13RHVKJ8287V4ZO,NIC_1079,38,663,1350981
MSME_12141,Shree Logistics,35NNMJN0625E2Z7,NIC_4100,16,-1,2144192
MSME_12142,Urban Foods,21OUTIO4854B4ZC,NIC_4100,42,657,1911267
MSME_12143,Global Foods,23SMLHN9945K6ZN,NIC_5229,20,648,935283
MSME_12144,Om Packaging,12DHQGE5036H8ZR,NIC_4711,19,-1,2511263
MSME_12145,Om Logistics,17MEWCY0258W3ZU,NIC_1079,5,659,323855
MSME_12146,Skyline Retail,27EWLOJ2531L5Z0,NIC_4711,40,-1,2132564
MSME_12147,Green Retail,16VUYEJ1696Y7ZE,NIC_2220,11,-1,835138
MSME_12148,Urban Traders,35ZJDVL9459F2ZR,NIC_1079,17,659,1690391
MSME_12149,Prime Textiles,30AUOSM6915A8ZA,NIC_5229,26,554,2584549
MSME_12150,Rapid Industries,18UEISP2601O6ZE,NIC_1311,45,744,1134544
MSME_12151,Shree Traders,17YEEVN9093P4ZQ,NIC_5229,48,589,2862156
MSME_12152,Lakshmi Retail,11DIMJD0256T6Z4,NIC_1702,39,-1,2214377
MSME_12153,Rapid Foods,29SJSWI2208E3ZY,NIC_4100,34,-1,1011570
MSME_12154,Sai Packaging,20WXYWO2175D7ZG,NIC_1702,37,722,2061717
MSME_12155,Global Packaging,19GHVGU5024J8ZH,NIC_1079,12,664,567817
MSME_12156,Urban Logistics,16GANSP1332F4ZP,NIC_2220,50,783,1950756
MSME_12157,Rapid Retail,13VKJWK2814D2ZY,NIC_4690,23,573,2760217
MSME_12158,Global Foods,30VZXBW8918H6ZW,NIC_5229,29,-1,2813052
MSME_12159,Rapid Industries,11KAMLH0691Q3ZG,NIC_1311,19,735,2181494
MSME_12160,Shree Traders,31BMTMH1714Q5ZD,NIC_4690,1,764,2626122
MSME_12161,Green Foods,14RGPJQ3958G7ZP,NIC_1079,23,743,108431
MSME_12162,Shree Foods,21BMNPU9199I6ZH,NIC_1311,46,655,2615243
MSME_12163,Global Industries,21ANMYF8167Y2ZT,NIC_1702,57,740,2447371
MSME_12164,Global Textiles,23WUSIK3860O7Z3,NIC_2220,30,-1,1254751
MSME_12165,Rapid Industries,29WRIED9125S1ZG,NIC_2220,42,-1,1356386
MSME_12166,Green Industries,27JGUCT2387V7Z0,NIC_4711,50,627,2443165
MSME_12167,Skyline Industries,16OBWZS6581J2ZK,NIC_1702,30,-1,1853172
